WKT,PLANID,LAAG,OID_,LAAG_1,LEGENDA
"POLYGON ((94429.719345 433809.851931,94431.642156 433807.374759,94433.007904 433804.551939,94433.756899 433801.506846,94433.856403 433798.37257,94433.302068 433795.2861,94425.483731 433768.343559,94424.35241 433765.538888,94422.681495 433763.018151,94420.538907 433760.883815,94418.011742 433759.222639,94415.202726 433758.102148,94412.226043 433757.56789,94409.202694 433757.641581,94396.007045 433759.30436,94396.63215 433764.265131,94409.827799 433762.602352,94412.645462 433762.647502,94415.338649 433763.476962,94417.693488 433765.024863,94419.522974 433767.168282,94420.681823 433769.737004,94428.500161 433796.679545,94428.895451 433799.334942,94428.570049 433801.999807,94427.547409 433804.482063,94425.90124 433806.602798,94423.750192 433808.209155,94421.249307 433809.185353,94418.57884 433809.46103,94399.483304 433808.854913,94396.784663 433808.769255,94378.92245 433808.202286,94378.763824 433813.199769,94396.626037 433813.766738,94399.324678 433813.852396,94418.420214 433814.458514,94421.547727 433814.229937,94424.559369 433813.356098,94427.323512 433811.875187,94429.719345 433809.851931))","598",A_DOVE_GEVEL,"16",A_DOVE_GEVEL,bebouwing
"POLYGON ((95287.089278 434017.401191,95287.29 434014.75,95281.157798 434014.283982,95280.956423 434016.936067,95278.241878 434016.729315,95283.583287 434022.95263,95289.79995 434017.607632,95287.089278 434017.401191))","598",A_CONTOUR_GELUID,"12",A_CONTOUR_GELUID,milieu
"POLYGON ((93710.433634 433736.043814,93681.468057 433711.524509,93679.917617 433713.35611,93708.883469 433737.875121,93710.433634 433736.043814))","598",A_OVERBOUWING,"54",A_OVERBOUWING,bebouwing
"POLYGON ((83840.674 431548.702,83840.520178 431548.652599,83841.33947 431548.93128,83841.183 431548.875,83840.929 431548.788,83840.674 431548.702))","621",A_GROENEVOEG,"23",A_GROENEVOEG,diversen
"POLYGON ((87529.266223 441032.938454,87532.864913 441026.637495,87537.916874 441029.52284,87533.047987 441011.685881,87515.21103 441016.554769,87520.262991 441019.440114,87516.664302 441025.741074,87529.266223 441032.938454))","626",A_CONTOUR_RISICO_RA,"14",A_CONTOUR_RISICO_RA,milieu
"POLYGON ((86709.782822 440583.01733,86707.8152 440576.032981,86713.415088 440574.455389,86697.285636 440565.416365,86688.246614 440581.545816,86693.846501 440579.968224,86695.814122 440586.952573,86709.782822 440583.01733))","626",A_CONTOUR_RISICO_RA,"14",A_CONTOUR_RISICO_RA,milieu
"POLYGON ((86649.1126 440476.301204,86652.575464 440458.138832,86647.763934 440461.409416,86643.684764 440455.408329,86631.68259 440463.56667,86635.76176 440469.567756,86630.95023 440472.838339,86649.1126 440476.301204))","626",A_CONTOUR_RISICO_RA,"14",A_CONTOUR_RISICO_RA,milieu
"POLYGON ((86540.240832 439974.826179,86548.84433 439958.46027,86543.288735 439960.187376,86541.134636 439953.25827,86527.276421 439957.566468,86529.43052 439964.495575,86523.874925 439966.222681,86540.240832 439974.826179))","626",A_CONTOUR_RISICO_RA,"14",A_CONTOUR_RISICO_RA,milieu
"POLYGON ((87138.641339 441231.19096,87140.884133 441236.808947,87140.885503 441236.811991,87141.907424 441235.560605,87142.755118 441234.18521,87143.731186 441231.728037,87144.156494 441229.11853,87144.011174 441226.478588,87142.473692 441223.158996,87137.320734 441212.037516,87137.304343 441212.044863,87132.153564 441197.872777,87131.15241 441197.674814,87130.37765 441197.010551,87122.835166 441178.119923,87118.378305 441167.569846,87116.722266 441163.56468,87115.059475 441159.545188,87109.064287 441145.048405,87096.41426 441114.504534,87083.489493 441084.075903,87080.056042 441076.100214,87076.677255 441068.101215,87075.870703 441066.168684,87075.069098 441064.239853,87074.246433 441062.248925,87073.425778 441060.254624,87072.102715 441057.017876,87070.788299 441053.777605,87065.797367 441040.757213,87060.927844 441027.690929,87055.800353 441014.462954,87050.37218 441001.355497,87035.700377 440966.572343,87021.328406 440930.064349,87015.481172 440914.112204,87009.487352 440898.214557,87007.083657 440891.961148,87004.657203 440885.716534,86991.695423 440853.439324,86978.12782 440821.412051,86956.61808 440771.602124,86943.713079 440739.254654,86937.066803 440723.632894,86936.227541 440721.68299,86934.586553 440717.871019,86932.874369 440713.893592,86928.272504 440703.206128,86924.140969 440693.387034,86919.97153 440683.583974,86917.764108 440678.360077,86915.539704 440673.119701,86914.470016 440670.619767,86906.082648 440650.786825,86896.752759 440627.774499,86894.654528 440622.713947,86892.594298 440617.637805,86892.489619 440617.371929,86892.386008 440617.105634,86891.964095 440615.967398,86891.570144 440614.819184,86891.316536 440614.04533,86891.058528 440613.264228,86890.368125 440611.193026,86889.66955 440609.124565,86888.383995 440605.39297,86887.069797 440601.671366,86884.27858 440593.767787,86881.533104 440585.848202,86867.426904 440544.070609,86843.786186 440481.936156,86838.303332 440466.865796,86830.516043 440445.872227,86819.605592 440418.581046,86811.802115 440400.061596,86798.802354 440370.540266,86792.750432 440354.880547,86785.398144 440334.761651,86776.537343 440311.206355,86774.401136 440305.763342,86769.719472 440307.520495,86771.87 440313.0,86780.71 440336.5,86788.07 440356.64,86794.18 440372.45,86807.21 440402.04,86814.98 440420.48,86825.85 440447.67,86833.61 440468.59,86839.1 440483.68,86862.72 440545.76,86876.8 440587.46,86879.557015 440595.413042,86882.36 440603.35,86883.66219 440607.03755,86884.936 440610.735,86885.628047 440612.784141,86886.312 440614.836,86886.567 440615.608,86886.82 440616.38,86887.25501 440617.648027,86887.721 440618.905,86887.834896 440619.197736,86887.95 440619.49,86890.020929 440624.592822,86892.13 440629.68,86901.463 440652.7,86909.869 440672.577,86910.94 440675.08,86913.16 440680.31,86915.37 440685.54,86919.538982 440695.341969,86923.67 440705.16,86928.282 440715.871,86929.994 440719.848,86931.635 440723.66,86932.47 440725.6,86939.09 440741.16,86952.0 440773.52,86973.54 440823.4,86987.072144 440855.343346,87000.0 440887.536,87002.419848 440893.763614,87004.817 440900.0,87010.806899 440915.887713,87016.65 440931.83,87031.07 440968.46,87045.77 441003.31,87051.154092 441016.310237,87056.24 441029.43,87061.129016 441042.548052,87066.14 441055.62,87067.466115 441058.889285,87068.801 441062.155,87069.624 441064.155,87070.45 441066.154,87071.255 441068.091,87072.063 441070.027,87075.454083 441078.055191,87078.9 441086.06,87091.807185 441116.447458,87104.44 441146.95,87110.439 441161.456,87112.102 441165.476,87113.765 441169.498,87118.21 441180.02,87125.88 441199.23,87126.905145 441200.649155,87128.25 441201.77,87131.71 441211.29,87131.44 441211.4,87130.95 441212.05,87130.891022 441212.246701,87130.919999 441212.45,87130.98 441212.57,87131.11 441212.5,87131.19 441212.69,87131.06 441212.76,87131.58 441214.04,87131.9 441213.92,87131.963 441214.069,87133.42 441217.51,87133.14 441217.63,87133.32 441218.09,87133.46 441218.02,87133.53 441218.24,87133.4 441218.29,87133.48 441218.47,87133.577793 441218.585829,87133.71 441218.66,87134.57 441218.75,87134.86 441218.62,87137.937 441225.261,87139.15 441227.88,87139.089967 441229.565405,87138.641339 441231.19096))","626",A_KEURSTROOK,"41",A_KEURSTROOK,diversen
"POLYGON ((87143.789752 441244.085172,87144.832107 441246.696957,87145.735731 441248.959093,87149.66 441245.73,87149.942 441245.549,87168.97 441233.33,87178.81 441224.96,87199.44 441204.88,87270.73 441135.59,87279.60318 441126.771821,87288.29 441117.77,87305.119725 441101.174262,87322.27 441084.91,87349.27 441060.47,87365.287715 441045.69426,87381.12 441030.72,87395.398971 441016.810031,87409.43 441002.65,87472.66 440937.29,87500.01 440908.66,87508.122 440900.0,87575.75 440827.8,87592.326644 440810.391353,87609.21 440793.28,87624.432579 440778.497383,87640.13 440764.22,87695.05 440714.73,87755.85 440655.02,87788.2 440620.32,87797.88 440610.05,87813.719 440592.69,87812.87 440591.915,87815.866 440589.077,87818.521 440579.243,87818.672 440578.968,87849.171 440548.172,87876.91 440520.166,87886.463 440517.684,87891.866 440512.329,87892.48 440512.93,87941.18 440463.1,87962.448 440438.639,87962.456285 440438.630845,87961.879999 440438.28,87961.33 440437.93,87960.97 440437.709999,87958.170229 440435.938627,87937.502352 440459.709407,87892.401598 440505.856646,87891.844112 440505.310964,87883.900822 440513.183686,87874.32378 440515.671933,87845.618376 440544.653638,87814.626418 440575.947396,87813.849952 440577.36149,87811.405683 440586.414954,87805.527894 440591.982765,87806.656175 440593.012704,87794.213688 440606.650029,87784.552119 440616.900474,87752.267952 440651.529859,87691.623146 440711.087447,87636.804581 440760.486041,87621.00115 440774.86071,87605.675352 440789.743566,87588.734233 440806.913605,87572.100813 440824.381895,87504.472895 440896.581808,87496.377645 440905.223926,87469.055447 440933.824823,87405.841884 440999.167833,87391.875166 441013.262793,87377.661695 441027.108888,87361.877599 441042.037606,87345.908668 441056.768444,87318.889645 441081.225663,87301.633036 441097.590517,87284.699628 441114.289581,87276.065242 441123.238559,87267.245117 441132.004529,87195.95255 441201.297027,87175.442697 441221.260082,87165.985974 441229.304064,87147.241229 441241.341169,87146.71093 441241.681538,87143.789752 441244.085172))","626",A_KEURSTROOK,"41",A_KEURSTROOK,diversen
"POLYGON ((87866.541928 441250.390707,87870.357779 441244.21884,87875.306237 441247.2783,87871.061222 441229.282661,87853.065584 441233.527677,87858.014043 441236.587138,87854.198192 441242.759005,87866.541928 441250.390707))","626",A_CONTOUR_GELUID,"12",A_CONTOUR_GELUID,milieu
"POLYGON ((86699.547375 440722.251565,86699.532961 440714.995364,86705.350813 440714.983809,86692.250789 440701.935723,86679.202706 440715.035747,86685.020557 440715.024192,86685.034971 440722.280393,86699.547375 440722.251565))","626",A_CONTOUR_GELUID,"12",A_CONTOUR_GELUID,milieu
"POLYGON ((86800.0028 441223.865097,86797.787845 441216.955203,86803.328036 441215.179305,86786.887096 441206.720071,86778.427864 441223.161011,86783.968055 441221.385113,86786.18301 441228.295007,86800.0028 441223.865097))","626",A_CONTOUR_GELUID,"12",A_CONTOUR_GELUID,milieu
"POLYGON ((86701.323757 441490.214454,86699.108802 441483.30456,86704.648994 441481.528662,86688.208053 441473.069428,86679.748821 441489.510368,86685.289012 441487.73447,86687.503967 441494.644364,86701.323757 441490.214454))","626",A_CONTOUR_GELUID,"12",A_CONTOUR_GELUID,milieu
"POLYGON ((91200.02936 441555.444256,91199.837401 441549.847546,91197.039046 441549.943526,91196.962092 441547.699871,91192.093016 441552.914814,91197.307959 441557.78389,91197.231005 441555.540235,91200.02936 441555.444256))","629",A_SYMBOLEN,"66",A_SYMBOLEN,diversen
"POLYGON ((91440.013215 440908.581919,91440.156013 440907.078961,91440.094002 440907.631399,91440.067326 440907.904589,91440.013215 440908.581919))","629",A_KEURSTROOK,"41",A_KEURSTROOK,diversen
"POLYGON ((86742.884362 442245.957645,86746.748795 442239.96017,86740.751321 442236.095738,86741.225914 442238.289974,86738.489197 442238.881901,86739.673052 442244.355336,86742.409769 442243.763409,86742.884362 442245.957645))","646",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"70",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,milieu
"POLYGON ((87808.47 440858.33,87790.98 440846.84,87793.6 440842.84,87796.12 440844.5,87799.66 440839.09,87804.51 440831.75,87805.902586 440829.642456,87799.66 440825.57,87797.86 440824.34,87790.81 440819.8,87784.52 440815.6,87781.79 440819.87,87775.28 440829.72,87780.53 440833.13,87780.02 440833.94,87772.55 440845.35,87772.347085 440845.65994,87774.41 440847.01,87778.664 440849.794,87781.071 440851.369,87783.64 440853.05,87785.14 440850.75,87798.61 440859.61,87798.517 440859.753,87794.158 440866.422,87790.077 440872.665,87789.93 440872.89,87796.22 440877.04,87802.732 440867.094,87805.164 440863.379,87808.47 440858.33))","646",A_NW_SIT,"48",A_NW_SIT,diversen
"POLYGON ((87643.5 440945.78,87641.75 440944.69,87636.4 440941.36,87634.28 440944.78,87632.36 440943.58,87629.753 440947.733,87624.997 440955.308,87622.41 440959.43,87625.556 440961.386,87630.095 440964.208,87633.46 440966.3,87643.4 440950.41,87641.39 440949.16,87643.5 440945.78))","646",A_NW_SIT,"48",A_NW_SIT,diversen
"POLYGON ((87831.022 440939.401,87833.75 440935.22,87830.57 440933.13,87834.34 440927.38,87826.02 440921.92,87822.28 440927.73,87819.11 440925.65,87815.89 440930.57,87826.51 440937.48,87825.9 440938.42,87826.91 440939.07,87827.52 440938.13,87830.56 440940.11,87831.022 440939.401))","646",A_NW_SIT,"48",A_NW_SIT,diversen
"POLYGON ((87925.840392 440976.212595,87855.004427 440931.065435,87842.373971 440950.88264,87913.209936 440996.0298,87925.840392 440976.212595))","646",A_NW_SIT,"48",A_NW_SIT,diversen
"POLYGON ((87776.738045 440994.60265,87776.485284 440994.445109,87765.906327 441011.418196,87766.158957 441011.575655,87829.555096 441051.089775,87840.134358 441034.116199,87776.738045 440994.60265))","646",A_NW_SIT,"48",A_NW_SIT,diversen
