WKT,PLANID,LAAG,OID_,LAAG_1,LEGENDA
"POLYGON ((86850.779902 441680.80947,86846.397118 441678.386675,86846.246 441678.7,86837.417 441697.912,86804.849 441768.773,86801.550908 441776.61122,86798.346 441784.488,86798.2 441784.851,86798.055 441785.215,86793.917 441795.629,86789.639222 441806.047453,86785.433 441816.495,86784.783 441818.127,86784.135 441819.759,86781.135043 441827.162893,86778.065 441834.538,86770.787881 441851.170269,86763.489 441867.793,86762.862897 441869.184224,86762.227 441870.571,86758.474045 441878.613905,86754.612 441886.605,86751.774 441892.133,86748.898 441897.713,86747.899875 441899.671242,86746.893 441901.625,86746.244044 441902.884914,86745.582 441904.138,86741.230135 441912.483743,86736.794 441920.785,86681.422 442027.055,86663.078 442064.946,86658.796502 442074.090765,86654.572 442083.262,86642.262 442110.373,86636.0702 442123.885561,86629.9 442137.408,86619.269 442160.712,86618.519 442162.382,86613.754 442172.817,86607.00514 442187.684684,86600.494 442202.658,86598.856 442203.34,86588.286 442228.999,86589.116 442230.576,86573.745 442271.147,86571.075 442278.187,86568.514 442284.949,86566.769829 442289.515441,86565.0 442294.072,86569.779 442295.58,86571.497062 442291.154836,86573.19 442286.72,86575.75 442279.96,86578.42 442272.92,86594.59 442230.24,86593.8 442228.74,86602.69 442207.16,86604.3 442206.49,86611.161786 442190.645967,86618.29 442174.92,86623.08 442164.43,86623.83 442162.76,86634.45 442139.48,86640.619838 442125.960353,86646.81 442112.45,86659.12 442085.34,86663.331502 442076.196765,86667.6 442067.08,86685.89 442029.3,86741.21 441923.13,86745.651603 441914.816962,86750.01 441906.46,86750.68098 441905.188119,86751.34 441903.91,86752.348959 441901.95203,86753.35 441899.99,86756.22 441894.42,86759.08 441888.85,86762.979564 441880.780917,86766.77 441872.66,86767.419144 441871.241882,86768.06 441869.82,86775.370226 441853.169482,86782.66 441836.51,86786.421603 441827.446073,86790.08 441818.34,86793.951959 441808.716099,86797.885 441799.117,86798.217 441798.313,86798.55 441797.51,86802.99 441786.34,86803.068965 441786.140085,86803.15 441785.941,86806.240901 441778.352238,86809.42 441770.8,86841.96 441700.0,86850.77 441680.83,86850.779902 441680.80947))","588",A_KEURSTROOK,"41",A_KEURSTROOK,diversen
"POLYGON ((87140.884133 441236.808947,87138.641339 441231.19096,87138.639 441231.185,87137.664048 441232.883937,87136.27 441234.26,87133.664627 441236.051443,87130.77544 441237.335901,87127.7 441238.07,87125.090203 441237.993488,87122.598317 441237.214133,87120.41 441235.79,87117.57 441225.98,87117.76 441225.89,87118.27 441225.18,87118.309724 441225.042649,87118.3 441224.9,87118.22 441224.72,87118.07 441224.77,87118.0 441224.58,87118.14 441224.52,87117.94 441224.06,87117.65 441224.17,87116.17 441220.74,87116.11 441220.6,87116.39 441220.48,87115.84 441219.19,87115.7 441219.25,87115.62 441219.06,87115.74 441219.01,87115.68 441218.85,87115.530102 441218.700064,87115.33 441218.63,87114.57 441218.58,87114.38 441218.66,87110.38 441209.92,87110.13 441209.38,87110.393391 441207.891969,87110.270716 441206.385795,87109.77 441204.96,87104.12 441189.85,87102.07 441185.16,87100.38 441181.27,87098.7 441177.42,87071.3 441114.65,87060.95 441092.79,87046.99 441062.0,87028.35 441017.58,87019.45 440995.38,87014.920781 440984.19181,87009.89 440973.22,87006.1 440965.35,87003.29 440958.36,87000.0 440949.86,86980.71 440900.0,86974.47 440883.87,86951.34 440832.09,86943.41 440813.2,86941.44 440809.07,86938.28 440804.46,86935.49 440802.35,86918.55 440791.67,86910.03 440786.88,86911.96 440781.79,86913.22 440781.94,86916.5 440781.39,86918.3 440780.71,86920.91 440778.67,86922.38 440776.14,86922.360191 440775.514792,86922.33 440774.89,86922.270213 440774.26157,86922.16 440773.64,86922.060789 440773.133796,86921.95 440772.63,86921.818801 440772.126538,86921.61 440771.65,86921.257974 440770.966035,86920.91 440770.28,86913.48 440753.08,86911.86 440749.32,86910.21 440745.5,86901.79 440726.01,86899.75 440719.76,86897.45 440713.49,86892.17 440700.06,86888.68 440689.89,86885.7 440682.15,86884.23 440678.34,86883.83 440677.21,86883.47 440676.07,86881.2 440668.99,86880.241217 440665.814095,86879.31 440662.63,86879.15 440662.23,86879.0 440661.84,86873.628077 440647.646211,86868.62 440633.32,86867.501015 440630.171042,86866.36 440627.03,86865.63 440625.01,86864.89 440623.0,86863.84 440620.17,86863.38 440618.93,86860.820133 440612.190346,86858.21 440605.47,86854.25 440596.59,86853.855084 440596.043115,86853.455 440595.5,86853.321987 440595.340986,86853.17 440595.2,86852.527852 440594.497789,86852.088 440593.654,86851.767145 440592.764412,86851.46 440591.87,86844.91 440574.897,86841.82 440566.89,86837.38 440557.29,86802.72 440467.98,86800.7 440463.61,86795.9 440451.66,86793.26 440445.1,86786.59 440429.2,86780.75 440414.46,86774.9 440401.3,86769.11 440386.57,86766.45 440380.27,86764.17 440374.88,86759.2 440363.64,86752.53 440347.51,86746.46 440333.62,86742.09 440322.97,86739.897 440317.196,86733.272 440313.833,86737.439 440324.807,86741.856 440335.57,86747.928 440349.467,86754.603 440365.607,86759.581 440376.865,86761.844 440382.216,86764.479 440388.457,86770.287 440403.231,86776.139 440416.397,86781.96 440431.088,86788.635 440447.001,86791.261 440453.525,86796.108 440465.592,86798.116 440469.935,86832.776 440559.246,86837.214 440568.842,86840.245 440576.697,86846.757 440593.571,86847.069091 440594.47626,86847.394 440595.377,86848.379803 440597.289713,86849.806 440598.901,86853.597 440607.403,86856.172966 440614.035911,86858.699 440620.688,86859.152 440621.909,86860.2 440624.733,86860.933 440626.723,86861.655 440628.721,86862.78197 440631.825917,86863.889 440634.938,86868.935035 440649.370098,86874.347 440663.669,86874.57 440664.238,86875.486004 440667.366015,86876.429 440670.486,86878.705 440677.586,86879.088 440678.798,86879.54 440680.074,86881.035 440683.948,86883.981 440691.6,86887.476 440701.787,86892.776 440715.266,86895.025 440721.397,86897.108 440727.781,86905.62 440747.483,86907.269 440751.301,86908.889 440755.061,86916.377 440772.394,86916.710907 440773.056818,86917.05 440773.717,86917.204942 440774.307737,86917.312 440774.909,86917.071 440775.324,86915.821 440776.302,86915.191 440776.54,86913.1 440776.89,86908.67 440776.363,86903.829 440789.13,86915.99 440795.967,86932.644 440806.466,86934.616 440807.958,86937.095 440811.575,86938.846 440815.245,86946.752 440834.078,86969.853 440885.793,86976.047 440901.804,86995.337 440951.665,86998.639 440960.195,87001.523 440967.369,87005.393 440975.406,87010.340013 440986.194031,87014.791 440997.196,87023.724 441019.478,87042.407 441064.0,87056.413 441094.892,87066.748 441116.72,87094.117 441179.42,87095.796 441183.266,87097.486 441187.157,87099.484 441191.728,87105.087 441206.711,87105.187836 441206.961625,87105.303 441207.206,87105.396969 441207.540623,87105.358 441207.886,87105.140028 441209.705429,87105.593 441211.481,87105.838 441212.011,87112.594 441226.773,87115.607 441237.18,87116.197792 441238.485675,87117.136 441239.569,87119.60109 441241.293705,87122.368006 441242.475001,87125.318629 441243.062459,87128.327 441243.031,87132.288451 441242.102571,87136.013851 441240.466577,87139.378 441238.178,87140.159799 441237.525181,87140.884133 441236.808947))","588",A_KEURSTROOK,"41",A_KEURSTROOK,diversen
"POLYGON ((87272.726 441325.835,87272.512 441321.841,87275.714 441321.669,87268.131 441314.859,87261.321 441322.442,87264.523 441322.27,87264.738 441326.264,87272.726 441325.835))","588",A_CONTOUR_GELUID,"12",A_CONTOUR_GELUID,milieu
"POLYGON ((85655.182 441782.364,85654.671 441778.397,85657.852 441777.987,85649.782 441771.761,85643.556 441779.83,85646.737 441779.42,85647.248 441783.387,85655.182 441782.364))","588",A_CONTOUR_GELUID,"12",A_CONTOUR_GELUID,milieu
"POLYGON ((86343.589 440043.274,86348.947 440034.603,86345.826 440035.34,86344.907 440031.447,86337.121 440033.286,86338.04 440037.179,86334.919 440037.916,86343.589 440043.274))","588",A_EXT_VEILIGHEIDSZONE,"19",A_EXT_VEILIGHEIDSZONE,milieu
"POLYGON ((86605.925 440133.899,86605.582 440129.913,86608.777 440129.638,86600.978 440123.076,86594.416 440130.875,86597.611 440130.6,86597.954 440134.585,86605.925 440133.899))","588",A_EXT_VEILIGHEIDSZONE,"19",A_EXT_VEILIGHEIDSZONE,milieu
"POLYGON ((86936.588 440288.788,86940.583 440279.411,86937.608 440280.608,86936.115 440276.898,86928.693 440279.884,86930.186 440283.595,86927.211 440284.792,86936.588 440288.788))","588",A_EXT_VEILIGHEIDSZONE,"19",A_EXT_VEILIGHEIDSZONE,milieu
"POLYGON ((87426.194 440963.329,87428.518 440960.074,87431.128 440961.937,87429.449 440951.884,87419.396 440953.563,87422.007 440955.426,87419.683 440958.682,87426.194 440963.329))","588",A_EXT_VEILIGHEIDSZONE,"19",A_EXT_VEILIGHEIDSZONE,milieu
"POLYGON ((87512.552 440765.266,87507.43 440759.121,87504.357 440761.682,87502.304 440759.218,87501.382 440769.368,87511.532 440770.291,87509.479 440767.827,87512.552 440765.266))","588",A_EXT_VEILIGHEIDSZONE,"19",A_EXT_VEILIGHEIDSZONE,milieu
"POLYGON ((95360.016016 441775.189176,95359.576322 441773.969577,95359.19 441774.294,95356.935 441775.947,95355.233391 441776.664387,95355.339076 441776.957514,95359.25 441787.17,95362.39 441794.55,95372.409999 441816.569999,95373.448964 441819.087506,95374.499999 441821.599999,95375.580607 441823.971283,95376.729999 441826.31,95379.52686 441832.001291,95382.293829 441837.707175,95383.664723 441840.55202,95386.841183 441846.876811,95389.993232 441853.084662,95390.967998 441855.079413,95391.489 441854.642,95392.452 441853.833,95394.913653 441851.765804,95394.469123 441850.856123,95391.313875 441844.642209,95388.311862 441838.675137,95386.55454 441835.031328,95383.919795 441829.602523,95381.257983 441824.186938,95380.049116 441821.881141,95378.511743 441818.238086,95376.999793 441814.584407,95366.966627 441792.535474,95363.877065 441785.27402,95360.016016 441775.189176))","589",A_KEURSTROOK,"41",A_KEURSTROOK,diversen
"POLYGON ((95406.739998 441823.949997,95376.356174 441751.711149,95373.71 441753.982,95376.144 441760.056,95374.886205 441761.112609,95402.121911 441825.86672,95403.776137 441829.61949,95405.625755 441833.279909,95405.637813 441833.302278,95405.649878 441833.324643,95409.034308 441839.907853,95411.23 441838.064,95412.960356 441836.610788,95410.05 441830.95,95408.301901 441827.494021,95406.739998 441823.949997))","589",A_KEURSTROOK,"41",A_KEURSTROOK,diversen
"POLYGON ((95559.446 441448.013,95557.541124 441447.547988,95552.79 441462.23,95552.553075 441463.177592,95552.882085 441463.255397,95554.731936 441463.340477,95556.485883 441462.746458,95557.903341 441461.554819,95558.78988 441459.929016,95562.413722 441448.730555,95559.446 441448.013))","589",A_KEURSTROOK,"41",A_KEURSTROOK,diversen
"POLYGON ((92557.74672 442947.468447,92559.094604 442945.673142,92561.333762 442947.354263,92564.696005 442942.875945,92562.456846 442941.194824,92563.804729 442939.399519,92556.74126 442940.404978,92557.74672 442947.468447))","593",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"70",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,milieu
"POLYGON ((91907.373481 442826.404149,91911.364306 442822.475622,91909.400042 442820.48021,91910.999917 442818.90531,91903.865466 442818.849186,91903.809343 442825.983637,91905.409218 442824.408737,91907.373481 442826.404149))","593",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"70",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,milieu
"POLYGON ((91884.48769 442827.538033,91881.883025 442820.8958,91880.984682 442822.953199,91878.418632 442821.832758,91876.17775 442826.964859,91878.7438 442828.085299,91877.845457 442830.142698,91884.48769 442827.538033))","593",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"70",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,milieu
"POLYGON ((92242.301278 442870.476928,92240.909014 442863.479418,92239.661869 442865.34611,92237.333675 442863.790632,92234.222719 442868.447022,92236.550913 442870.002499,92235.303768 442871.869191,92242.301278 442870.476928))","593",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,"70",A_TOETSINGSVLAK_LUCHTVERKEERSLEIDING,milieu
"POLYGON ((90888.133046 442280.667462,90890.979802 442277.857483,90893.232777 442280.139944,90893.299039 442269.947771,90883.106867 442269.881509,90885.359842 442272.163971,90882.513087 442274.973951,90888.133046 442280.667462))","593",A_CONTOUR_GELUID,"12",A_CONTOUR_GELUID,milieu
"POLYGON ((91149.283748 443387.98108,91150.507559 443384.172893,91153.560874 443385.154117,91148.904408 443376.08758,91139.837871 443380.744046,91142.891185 443381.72527,91141.667374 443385.533456,91149.283748 443387.98108))","593",A_CONTOUR_GELUID,"12",A_CONTOUR_GELUID,milieu
"POLYGON ((90749.884094 442867.950038,90752.236119 442864.714612,90754.830207 442866.60041,90753.238514 442856.533072,90743.171177 442858.124765,90745.765266 442860.010563,90743.413241 442863.245989,90749.884094 442867.950038))","593",A_CONTOUR_GELUID,"12",A_CONTOUR_GELUID,milieu
"POLYGON ((90555.281401 442532.80174,90557.633425 442529.566314,90560.227513 442531.452112,90558.635821 442521.384774,90548.568483 442522.976467,90551.162572 442524.862265,90548.810548 442528.097691,90555.281401 442532.80174))","593",A_CONTOUR_GELUID,"12",A_CONTOUR_GELUID,milieu
"POLYGON ((90668.126875 442446.615741,90670.189596 442443.188616,90672.937384 442444.842457,90670.479032 442434.950981,90660.587558 442437.409333,90663.335346 442439.063175,90661.272625 442442.490299,90668.126875 442446.615741))","593",A_CONTOUR_GELUID,"12",A_CONTOUR_GELUID,milieu
"POLYGON ((90774.402291 442361.376,90772.494508 442355.912621,90766.468946 442358.016716,90774.402291 442361.376))","593",A_CONTOUR_GELUID,"12",A_CONTOUR_GELUID,milieu
"POLYGON ((90870.928902 442291.846914,90872.66675 442288.244153,90875.555359 442289.637519,90872.195203 442280.014935,90862.572619 442283.375091,90865.461228 442284.768457,90863.72338 442288.371218,90870.928902 442291.846914))","593",A_CONTOUR_GELUID,"12",A_CONTOUR_GELUID,milieu
"POLYGON ((68935.387543 445804.929245,68947.698771 445788.084622,68960.01 445771.24,68961.032581 445769.556912,68962.055162 445767.873825,68972.05258 445753.406912,68982.05 445738.94,68985.445 445734.125,68988.84 445729.31,68994.42 445721.225,69004.534999 445706.57,69009.07 445700.0,69013.715 445693.27,69018.359999 445686.54,69028.43 445673.3,69038.5 445660.06,69041.095 445657.825,69043.69 445655.59,69046.584999 445653.385,69049.479999 445651.18,69056.035 445646.495,69062.589999 445641.81,69068.924999 445638.06,69075.26 445634.31,69078.825 445632.82,69082.39 445631.33,69087.654999 445628.28,69092.919999 445625.23,69095.85 445623.755,69098.78 445622.28,69100.31 445621.24,69104.97 445618.46,69111.5 445615.87,69151.19 445593.405,69189.730481 445571.630163,69190.880004 445570.939997,69192.902573 445569.72566,69195.96 445567.89,69197.604684 445566.950469,69199.249369 445566.010938,69201.674684 445564.625468,69204.1 445563.24,69204.6 445564.095,69205.099999 445564.95,69205.869029 445564.529597,69206.638058 445564.109195,69203.074953 445558.050921,69188.417095 445566.588667,69109.037095 445611.518667,69102.405724 445614.167625,69095.071758 445618.548955,69090.540668 445620.829964,69079.898274 445626.995074,69080.471221 445627.991846,69073.779577 445631.592426,69072.866571 445629.916444,69059.857779 445637.616992,69046.510835 445647.156341,69040.540879 445651.703406,69034.838611 445656.614608,69014.310476 445683.604925,69004.955097 445697.159652,68995.884921 445710.299908,68984.821989 445726.329264,68985.622344 445726.923002,68983.162712 445730.420609,68982.301253 445729.781541,68958.046582 445764.879619,68958.808763 445765.448931,68956.739279 445768.687758,68956.068955 445768.158687,68933.790599 445798.640659,68925.130384 445787.627507,68903.480695 445758.967348,68893.38218 445745.009969,68879.562855 445724.430326,68861.644599 445697.248141,68837.129129 445660.045366,68824.018201 445639.369672,68804.680886 445609.587604,68778.47707 445570.041846,68724.900632 445488.023967,68725.092326 445487.567553,68723.917816 445483.621197,68721.515207 445479.413758,68718.867846 445475.001491,68716.895756 445472.226393,68713.577577 445468.655955,68708.420541 445460.400885,68694.993917 445438.968378,68668.384382 445398.104087,68666.408557 445390.501674,68645.000583 445358.264885,68639.352839 445353.286875,68593.337676 445283.817669,68592.002002 445282.459349,68590.255226 445281.699192,68588.350917 445281.647545,68586.565508 445282.311906,68583.401478 445284.242672,68583.003686 445284.512538,68582.633646 445284.819356,68584.89 445288.26,68586.039999 445288.49,68589.17 445286.58,68635.55 445356.6,68663.75 445400.15,68706.3 445463.65,68812.9 445627.83,68855.06 445692.29,68855.7 445691.88,68860.95 445700.0,68890.43 445745.55,68935.387543 445804.929245))","595",A_KEURSTROOK,"41",A_KEURSTROOK,diversen
"POLYGON ((88402.296618 440437.67542,88397.079202 440434.672639,88345.955577 440508.859878,88342.421172 440513.876485,88340.853981 440515.892531,88338.042976 440519.219518,88332.926695 440525.649139,88329.559089 440530.002559,88324.736597 440536.800604,88306.578372 440563.793588,88273.878834 440613.09045,88272.471198 440620.397372,88263.145066 440634.317206,88257.103997 440637.526744,88238.880133 440665.408887,88228.062679 440681.513412,88206.648329 440711.801448,88187.525114 440739.054382,88176.44491 440755.741219,88163.248567 440774.800726,88154.161763 440786.024133,88143.127249 440801.599544,88140.664997 440805.267319,88133.357533 440821.108084,88138.182984 440824.971438,88145.913002 440808.21468,88148.06675 440805.006455,88158.946236 440789.649866,88168.053432 440778.401273,88181.411089 440759.10878,88192.480885 440742.437617,88211.55367 440715.256551,88233.00332 440684.918587,88243.881866 440668.723112,88261.282002 440642.101255,88267.290933 440638.908793,88278.132801 440622.726627,88279.543165 440615.405549,88311.567627 440567.126411,88329.673402 440540.211395,88334.38091 440533.57544,88337.647304 440529.35286,88342.683023 440523.024481,88345.516018 440519.671468,88347.244827 440517.447514,88350.878422 440512.290121,88402.296618 440437.67542))","597",A_HOOGSPANNINGSVERBINDING,"34",A_HOOGSPANNINGSVERBINDING,diversen
