WKT,INFORMATIE,VERORDENIN,MEER_INFOR,URL_INFO,PLANID
"POLYGON ((93948.220355 436371.80485,93977.412482 436397.834323,93969.29077 436405.920374,93992.715212 436426.436333,94092.533 436313.656,94046.88 436273.69,93948.220355 436371.80485))",Bouwgebied A tweede zone,Bouwgebied A2e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A tweede zone.pdf,"0"
"POLYGON ((93597.329 434783.411,93595.089972 434773.48058,93595.066 434773.472,93592.35 434781.85,93597.329 434783.411))",Bouwgebied A derde zone,Bouwgebied A3e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A derde zone.pdf,"1"
"POLYGON ((93101.109612 439609.25612,93325.67 439657.13,93372.25 439666.53,93417.31 439667.59,93443.22 439662.49,93449.4 439660.53,93463.55 439655.9,93504.457 439642.738,93528.79 439635.48,93596.673 439590.187,93594.241 439588.114,93613.462 439564.886,93961.350892 439094.552466,93951.951909 439086.069268,93878.684 439178.997,93582.049 439578.034,93524.616 439621.487,93433.96 439649.654,93373.615 439652.193,93168.584 439610.058,93097.770995 439589.395045,93098.015 439589.541,93098.5915 439589.933,93099.168 439590.325,93099.721 439590.75,93100.274 439591.175,93100.8015 439591.6315,93101.329 439592.088,93101.5855 439592.3515,93101.842 439592.615,93102.673 439593.829,93102.756576 439593.993187,93102.835476 439594.159672,93102.909637 439594.328321,93102.979 439594.499,93103.052293 439594.696365,93103.119119 439594.896012,93103.179407 439595.09773,93103.233092 439595.301305,93103.280118 439595.50652,93103.320435 439595.713158,93103.354 439595.921,93103.381835 439596.665023,93103.382693 439596.687981,93103.383808 439596.717778,93103.3855 439596.763,93103.386533 439596.790618,93103.388039 439596.830857,93103.389721 439596.875824,93103.394477 439597.002967,93103.398758 439597.117385,93103.402336 439597.213039,93103.407614 439597.354124,93103.411218 439597.450434,93103.41447 439597.537384,93103.417 439597.605,93103.3885 439598.08,93103.36 439598.555,93103.3025 439599.027,93103.245 439599.499,93103.0655 439600.5875,93102.886 439601.676,93102.6785 439602.76,93102.471 439603.844,93102.2355 439604.922,93102 439606,93101.7175 439607.099,93101.435 439608.198,93101.109612 439609.25612))",Bouwgebied C,Bouwgebied C,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied C.pdf,"2"
"POLYGON ((93035.022244 439733.591992,93033.888883 439735.099532,93024.444036 439747.662603,93012.511699 439763.53441,93037.325 439768.781,93032.92 439776.95,93029.687 439782.747,93028.87 439787.22,93036.73 439788.89,93058.825 439793.592,93105.402 439803.334,93118.269 439823.545,93117.931 439820.008,93114.101 439805.153,93121.977 439806.8,93122.35 439806.87,93124.575 439807.343,93174.52 439817.79,93174.533 439817.973,93175.93 439818.27,93175.938 439825.491,93466.338 439884.334,93466.878 439881.639,93468.89 439871.61,93471.1 439872.03,93472.97 439862.64,93476.98 439863.44,93476.13 439867.45,93477.27 439871.54,93480.53 439873.68,93482.85 439874.38,93485.24 439874.9,93488.57 439875.55,93528.6 439883.183,93551.4 439887.53,93594.42 439895.832,93611.714 439899.169,93752.46 439926.33,93777.59 439931.06,93810.24 439937.34,93834.6 439942.65,93834.41 439942.84,94327.104 440048.284,95026.029 440190.112,95029.649 440175.635,93223.72 439796.67,93086.888 439767.97,93091.609 439745.461,93035.022244 439733.591992))",Bouwgebied C,Bouwgebied C,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied C.pdf,"3"
"POLYGON ((89839.908537 435677.902045,89655.447 435561.588,89668.703986 435540.56459,89668.703365 435540.564198,89659.777896 435534.930171,89662.955999 435530.137,89558.515999 435464.139,89549.427999 435455.991,89446.19 435473.02,89440.89 435497.78,89794.76 435722.73,89712.45 435812.59,89221.62 435501.17,89094.95 435507.24,89088.47 435531.93,89646.35 435885.25,89564.61 435974.24,88999.99 435615.54,88842.26 435515.5,88813.93 435533.53,88814.398 435534.231,88801.27 435542.59,88805.2 435548.86,88801.44 435555.11,88807.62 435595.81,88813.14 435638.98,88816.1 435643.79,89000.01 435760.41,89295.59 435947.82,89291.35 435954.48,89459.98 436061.78,89462.1 436058.45,89469.7 436065.83,89457.82 436079.57,89454.066 436083.606,89481.612366 436100.960295,89484.23 436098.11,89667.47 435898.67,89805.19 435748.54,89811.358 435741.531,89811.649 435741.178,89804.437 435733.753,89839.908537 435677.902045))",Bouwgebied A derde zone,Bouwgebied A3e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A derde zone.pdf,"4"
"POLYGON ((89367.150407 436429.787394,89365.549 436428.443,89361.498 436425.094,89353.738 436417.793,89318.62 436399.851,89337.93 436346.82,89352.94 436302.06,89364.048404 436269.511383,88994.174 436144.742,88986.639 436129.536,88990.475 436118.165,88921.642 436094.946,88955.0 435997.78,88982.422 435954.372,88850.53 435870.692,88911.936 435773.328,88907.14 435770.29,88911.89 435762.69,88908.61 435760.63,88913.64 435752.67,88867.92 435723.81,88862.55 435731.56,88859.62 435729.7,88854.95 435737.08,88830.36 435721.57,88830.86 435720.79,88805.19 435704.44,88809.17 435698.1,88783.73 435681.95,88779.78 435688.38,88757.08 435670.17,88759.3 435666.55,88695.16 435625.87,88687.2 435638.36,88593.583 435580.566,88553.87 435482.34,88412.14 435456.81,88407.469 435459.133,88278.02 435436.58,88275.09 435436.91,88256.83 435444.17,88252.99 435434.81,88240.15 435440.06,88465.75 435998.93,88466.1 435999.6,88531.52 436099.99,88740.89 436421.13,88739.45 436423.14,88599.406 436439.154,88583.64 436426.84,88371.09 436099.78,88244.38 435906.29,88223.99 435908.54,88172.54 436078.12,88172.69 436079.22,88186.32 436099.96,88419.43 436457.38,88417.9 436459.638,88293.953 436474.102,88280.41 436464.03,88098.54 436182.88,88078.09 436184.99,88039.87 436304.11,88040.09 436306.09,88157.98 436488.11,88157.61 436488.8,88043.78 436500.88,88019.71 436474.13,87999.5 436444.34,87897.69 436288.31,87897.47 436286.11,87900.18 436268.96,87981.73 436100.01,88111.59 435830.55,88068.63 435808.52,88079.5 435797.52,88078.63 435796.66,88154.59 435719.92,88154.56 435718.73,88153.5 435717.67,88149.71 435717.69,88116.34 435675.09,88115.75 435668.47,88121.6 435657.39,88120.953 435649.41,88050.792 435755.657,88000.029 435832.286,87983.05 435869.36,87990.17 435890.8,87993.87 435912.94,87969.51 435963.32,87897.84 436111.015,87881.595 436144.492,87853.174 436203.186,87867.387 436210.078,87871.946 436338.72,87998.646 436532.858,88006.89 436606.14,88109.256 436603.594,88327.825 436578.542,88357.31 436575.158,88674.37 436539.113,88742.921 436531.732,89290.491 436468.853,89341.108 436458.13,89367.150407 436429.787394))",Bouwgebied A derde zone,Bouwgebied A3e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A derde zone.pdf,"5"
"POLYGON ((95444.7589 434037.140327,95439.694809 434034.598835,95438.928 434034.214,95432.34 434048.8,95432.03 434051.952,95436.642 434054.276,95444.7589 434037.140327))",Bouwgebied A derde zone,Bouwgebied A3e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A derde zone.pdf,"6"
"POLYGON ((92470.54 438060.35,92489.952898 438070.607004,92490.36 438069.71,92470.54 438060.35))",Bouwgebied A eerste zone,Bouwgebied A1e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A eerste zone.pdf,"7"
"POLYGON ((92499.62898 438075.719461,92499.63 438075.72,92514.34 438087.91,92526.82 438093.87,92548.614901 438106.721377,92551.542817 438100.517786,92499.62898 438075.719461))",Bouwgebied A eerste zone,Bouwgebied A1e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A eerste zone.pdf,"8"
"POLYGON ((92299.631841 438029.667925,92296.539 438026.811,92264.05834 438062.094291,92264.244395 438061.926624,92268.528803 438057.82806,92275.900505 438051.05652,92299.631841 438029.667925))",Bouwgebied A eerste zone,Bouwgebied A1e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A eerste zone.pdf,"9"
"POLYGON ((94794.701 438394.095,94779.426415 438373.01375,94785.816 438388.187,94794.701 438394.095))",Bouwgebied A eerste zone,Bouwgebied A1e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A eerste zone.pdf,"10"
"POLYGON ((94738.198 438420.655,94785.816 438388.187,94687.643 438448.329,94738.198 438420.655))",Bouwgebied A eerste zone,Bouwgebied A1e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A eerste zone.pdf,"11"
"POLYGON ((94940.229993 438281.789006,94940.229981 438281.789015,94849.342 438350.846,94794.701 438394.095,94940.229993 438281.789006))",Bouwgebied A eerste zone,Bouwgebied A1e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A eerste zone.pdf,"12"
"POLYGON ((95448.891186 440213.151355,95458.109 440167.091,95422.56 440173.019,95388.45 440176.609,95366.578527 440177.578521,95359.40907 440178.936453,95332.763896 440183.059052,95305.995 440186.282,95354.068 440196.629,95442.207999 440215.6,95448.891186 440213.151355))",Bouwgebied C,Bouwgebied C,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied C.pdf,"13"
"POLYGON ((65061.206205 439817.513085,65071.68 439819.58,65329.74 439857.84,65339.63 439856.9,65344.15 439857.1,65442.83 439867.5,65463.474 439963.825,65326.577 440185.086,65437.34 440648.339,65480.439 440660.158,65744.075 440380.15,65820.931 440380.763,65942.617 440252.283,66130.646 440429.47,65997.197 440571.318,66214.885 440775.878,65617.56 441413.054,65730.64 441877.33,65825.521 442053.334,65833.53 442059.03,65873.419 442060.676,65885.6 442083.42,65915.0 442205.79,65876.766 442215.753,66035.1 442875.75,66075.09 442979.17,66192.07 443132.02,66391.371 443241.555,66923.922 442991.439,66969.954 442863.214,68027.09 442367.76,67954.499 442212.607,68075.17 442156.48,68081.69 442146.62,68161.61 441745.45,68276.71 441579.34,68279.27 441568.76,68263.1 441450.879,68251.208 441440.51,68054.423 441440.56,68042.42 441428.55,68042.497 441334.032,68025.0 441331.809,67953.043 441320.0,67954.22 441882.538,67273.067 442202.15,67103.341 441839.819,67530.159 441639.885,67625.836 441488.067,67626.004 441224.735,67233.213 441002.432,66965.657 440800.365,66708.454 440492.825,66591.019 440162.158,66593.879 439685.459,65544.663 439927.839,65514.83 439797.11,65500.81 439786.55,65481.71 439784.26,64977.981 439711.863,65000.737 439805.58,65021.451751 439809.667881,65001.374611 439728.875259,65036.905007 439750.0,65050.000015 439782.656291,65056.511343 439800.0,65060.829334 439816.107255,65061.206205 439817.513085))",Bouwgebied A derde zone,Bouwgebied A3e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A derde zone.pdf,"14"
"POLYGON ((62089.714338 438572.893432,62083.419174 438590.660403,63953.32 439254.508,64044.3285 439286.709,64217.178 439347.866,64295.02 439375.5435,64433.836 439424.906,64618.286 439490.701,64656.403 439503.77,64689.686 439514.659,64773.873 439539.99,64845.361 439560.498,64861.741 439564.748,64947.302 439585.51,64945.734666 439579.055105,65384.15 439647.91,65870.24 439659.9,66364.87 439601.7,66594.679 439552.204,66600.522 438578.342,66640.141 438562.465,66649.25 438561.872,66624.07 438500.0,66582.27 438397.27,66585.5 438300.01,66592.17 438100.01,66595.25 438007.9,66500.0 438166.65,66420.0 438299.99,66300.0 438499.99,66299.99 438500.0,66250.0 438583.31,66180.0 438699.99,66060.0 438899.99,66000.0 438999.99,65986.69 439022.18,65624.015 439105.573,65587.018 439113.826,65552.39 439121.089,65503.33 439130.649,65478.73 439135.129,65429.429 439143.469,65429.429 439143.47,65380.0 439150.98,65379.999 439150.98,65330.449 439157.67,65330.45 439157.669,65280.789 439163.539,65250.009 439166.749,65206.149 439170.779,65156.29 439174.569,65106.38 439177.529,65056.429 439179.65,65006.301 439180.953,64981.481 439181.28,64957.205 439181.409,64931.189 439181.329,64881.45 439180.539,64860.066 439179.945,64848.731999 439179.56,64749.039979 439174.413282,64649.57485 439165.947127,64550.447109 439154.170941,64451.766877 439139.097806,64353.643778 439120.744467,64256.186818 439099.131313,64159.504261 439074.282353,64063.703513 439046.225192,63968.890999 439014.991,62375.569 438450.145,62361.555872 438450.476108,62347.562996 438451.298777,62333.607608 438452.611995,62319.706901 438454.414142,62305.878 438456.703,62089.714338 438572.893432))",Bouwgebied A derde zone,Bouwgebied A3e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A derde zone.pdf,"15"
"POLYGON ((96926.595395 435652.721513,96940.565 435653.371,97168.852 435711.634,97177.048 435752.313,97213.508 435768.764,97213.779185 435769.912309,97213.87 435767.73,97214.08 435764.26,97214.88 435760.88,97216.23 435757.68,97218.09 435754.76,97230.96 435741.66,97227.9 435737.81,97224.45 435734.29,97220.63 435731.15,97209.91 435723.62,97198.8 435716.74,97173.76 435702.44,97157.64 435694.04,97151.69 435691.04,97146.53 435688.52,97146.12 435688.32,97145.7 435688.12,97141.55 435686.03,97133.63 435682.05,97133.35 435681.9,97133.07 435681.76,97131.89 435681.14,97130.14 435680.25,97128.18 435679.27,97122.67 435676.61,97122.39 435670.9,97122.38 435670.7,97121.88 435670.73,97109.72 435671.32,97105.49 435669.57,97103.11 435668.72,97100.68 435668.07,97090.79 435666.26,97036.14 435655.48,97026.87 435653.65,97003.65 435649.06,97001.61 435648.66,96976.49 435641.12,96975.53 435644.32,96933.32 435638.99,96930.82 435642.16,96926.595395 435652.721513))",Bouwgebied C,Bouwgebied C,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied C.pdf,"16"
"POLYGON ((90130.087 438906.723,90165.204 438880.558,90094.85 438766.992,90012.047 438887.968,90100.102 438949.833,90130.087 438906.723))",Bouwgebied A tweede zone,Bouwgebied A2e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A tweede zone.pdf,"17"
"POLYGON ((92147.91 437990.74,92151.569 437993.436,92142.086 438006.11,92195.799 438047.576,92226.456 438007.111,92154.903 437956.085,92138.83 437977.95,92150.69 437986.74,92147.91 437990.74))",Bouwgebied A tweede zone,Bouwgebied A2e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A tweede zone.pdf,"18"
"POLYGON ((94105.085 436299.364,94205.018 436186.772,94145.051 436132.275,94046.365 436247.712,94105.085 436299.364))",Bouwgebied A tweede zone,Bouwgebied A2e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A tweede zone.pdf,"19"
"POLYGON ((94396.068 436470.805,94397.23245 436449.129639,94399.089838 436427.502635,94401.638263 436405.946134,94404.875114 436384.482211,94408.797079 436363.132845,94413.400139 436341.9199,94418.679581 436320.865098,94424.63 436299.99,94431.951858 436274.898416,94440.03 436250.04,94448.140033 436227.800658,94456.935792 436205.823497,94466.408818 436184.129656,94476.55 436162.74,94476.818 436162.18,94529.008 436188.514,94524.49 436201.67,94501.16 436265.647,94488.87 436299.35,94485.983322 436307.528185,94483.359098 436315.794326,94481.0 436324.14,94470.439 436371.288,94469.16 436377.0,94466.464 436390.285,94465.89 436393.47,94461.76 436420.88,94460.33 436431.88,94455.13 436482.91,94451.967 436514.659,94481.566256 436516.909639,94533.192 436398.689,94499.283 436383.883,94523.293 436328.898,94544.423 436338.153,94564.137 436293.143,94576.75 436298.65,94626.901 436184.357,94622.633 436149.68,94494.885 436085.014,94446.805 436098.065,94362.704 436298.382,94364.725 436465.439,94396.068 436470.805))",Bouwgebied A derde zone,Bouwgebied A3e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A derde zone.pdf,"20"
"POLYGON ((93114.926 437404.159,93103.842 437396.212,93071.095 437435.376,93081.497 437444.126,93114.926 437404.159))",Bouwgebied A eerste zone,Bouwgebied A1e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A eerste zone.pdf,"21"
"POLYGON ((90946.07435 433368.425806,90945.536954 433368.625842,90896.07 433234.32,90895.980232 433234.072227,90895.899071 433233.821504,90895.826612 433233.568128,90895.762943 433233.312402,90895.708139 433233.054631,90895.662265 433232.795121,90895.625377 433232.534183,90895.597517 433232.272127,90895.57872 433232.009266,90895.569008 433231.745912,90895.568391 433231.48238,90895.576872 433231.218984,90895.59444 433230.956037,90895.621074 433230.693854,90895.656742 433230.432746,90895.701402 433230.173025,90895.755 433229.915,90899.15 433222.2,90896.295 433220.924,90898.39 433216.69,90897.7 433213.76,90901.69 433211.14,90895.015 433192.775,90890.65 433194.37,90885.07 433179.35,90883.72 433179.83,90877.48 433162.95,90868.09 433133.28,90809.91 432975.63,90791.825 432926.295,90776.975 432886.26,90759.69 432839.51,90759.694479 432839.508358,90747.134 432843.169,90744.985 432837.432,90485.485 432913.441,90484.23 432909.11,90485.32 432907.03,90508.42 432900.22,90505.91 432892.03,90452.68 432908.08,90454.87 432915.87,90474.27 432910.17,90476.49 432911.36,90477.725 432915.754,90461.759 432920.369,90457.139 432924.43,90346.559 433178.629,90352.29 433186.639,90352.87 433186.59,90356.609 433185.574,90403.309 433171.889,90406.436 433182.757,90390.57 433187.48,90390.98 433188.63,90427.01 433177.84,90426.72 433176.72,90410.835 433181.448,90407.693 433170.63,90437.652 433161.86,90445.452 433189.538,90390.86 433205.54,90391.28 433207.01,90496.2 433176.2,90495.73 433174.54,90459.777 433185.148,90451.918 433157.669,90490.368 433146.414,90493.441 433157.278,90477.62 433161.8,90477.96 433162.97,90514.1 433152.56,90513.8 433151.46,90497.75 433155.98,90494.719 433145.113,90527.86 433135.72,90533.579 433158.6,90539.61 433162.16,90550.14 433159.501,90553.67 433153.499,90545.55 433120.1,90670.849 433083.25,90684.909 433090.099,90804.22 433056.39,90804.91 433056.46,90827.1 433076.77,90941.22 433388.99,90830.84 433428.37,90278.64 433585.91,90271.3 433600.059,90284.75 433607.34,90289.12 433606.01,90386.09 433578.35,90480.77 433551.45,90482.7 433550.83,90618.03 433512.1,90652.63 433502.2,90836.985 433449.115,90914.91 433646.22,90871.52 433658.9,90813.28 433676.07,90730.76 433700.0,90640.49 433726.18,90351.22 433810.59,90186.25 433858.95,90081.81 433889.51,90079.88 433891.37,90039.79 433982.74,90039.73 433983.6,90041.5 433989.23,90042.22 433989.56,90042.24 433989.53,90149.38 433958.15,90235.611 433933.046,90255.39 434000.12,90252.2 434006.42,90208.1 434019.21,90205.07 434021.43,90203.03 434024.25,90202.34 434027.46,90202.52 434030.25,90215.86 434075.64,90227.5 434081.53,90230.76 434092.8,90503.98 434013.13,90503.56 434011.657,90702.285 433954.436,90700.12 433946.95,91029.11 433851.15,91074.88 433838.57,91117.365 433953.39,90288.36 434195.82,90279.825893 434204.865521,90294.12 434215.03,90305.786 434211.662,90342.908 434336.329,90331.24 434339.76,90336.8 434358.77,90337.49 434359.18,90851.29 434208.69,90852.7 434209.45,90860.23 434235.26,91185.327 434140.14,91221.437 434242.516,90339.26 434500.0,90187.669 434544.367,90004.73 434598.17,89741.13 434674.67,89606.17 434980.82,89619.78 434986.78,89633.48 434955.51,89671.85 434972.31,89685.41 434969.57,89696.82 435002.55,89704.322931 434999.936755,89996.02 434928.21,90028.04 434916.08,90039.74 434908.96,90063.15 434899.99,90092.03 434889.56,90103.29 434885.45,90115.12 434881.67,90139.23 434875.17,90162.15 434870.98,90175.73 434869.53,90182.58 434869.38,90238.23 434863.57,90242.43 434859.49,90242.19 434854.34,90237.21 434850.79,90189.97 434855.32,90185.93 434854.63,90173.94 434849.12,90170.84 434848.97,90122.107 434863.252,89996.54 434899.8,89977.99 434836.54,90274.01 434749.97,90275.091 434750.56,90279.73 434766.36,90282.6 434768.52,90314.97 434768.88,90316.99 434760.39,90318.12 434748.43,90319.22 434742.97,90317.89 434710.94,90317.01 434702.32,90353.29 434696.55,90361.27 434785.88,90362.3 434788.04,90381.0 434806.06,90383.43 434806.88,90426.56 434801.87,90516.33 434792.02,90720.951 434768.15,90983.68 434737.709,90988.08 434732.15,90969.61 434571.73,90972.46 434567.47,91053.05 434543.96,91054.85 434545.27,91059.32 434697.22,91067.924 434743.605,91071.16 434745.99,91087.73 434746.14,91117.77 434746.95,91152.694 434749.061,91156.579846 434749.217799,91149.016 434495.54,91148 434484,91200.06 434468.681,91307.23 434436.98,91314.53 434435.32,91330.73 434430.36,91333.979 434429.436,91336.266 434428.7405,91339.074 434427.746,91341.078 434426.937,91343.93 434425.65,91334.873 434401.311,91303.856 434316.96,91291.55 434281.38,91286.66 434273.14,91281.54 434255.95,91273.06 434233.36,91260.33 434199.25,91253.01 434179.47,91249.78 434169.69,91231.29 434120.03,91215.18 434075.81,91214.87 434074.77,91214.04 434073.6,91209.3 434059.99,91202.23 434041.42,91193.25 434016.67,91191.705 434012.29,91188.245 434002.675,91170.35 433953.78,91168.11 433954.41,91167.38173 433951.862924,91169.19 433951.49,91163.06 433934.84,91157.86 433920.05,91155.26 433913.18,91133.2 433853.6,91124.18 433829.05,91109.28 433788.84,91105.52 433778.56,91105.4 433778.145,91104.58 433775.66,91097.58 433756.77,91097.18 433756.89,91095.72 433751.57,91096.156 433751.484,91096.597 433751.429,91097.192 433751.406,91097.787 433751.44,91098.444 433751.545,91099.02 433751.7,91099.438 433751.85,91099.743 433751.9,91074.58 433683.9,91068.24 433675.67,90981.976115 433442.139932,90984.78832 433441.122,90978.34 433423.532,90976 433409,90954 433387,90946.07435 433368.425806))",Bouwgebied A derde zone,Bouwgebied A3e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A derde zone.pdf,"22"
"POLYGON ((85450.169 434208.638001,85460.418355 434136.780826,85472.851693 434065.269184,85487.457475 433994.169437,85504.222147 433923.547566,85523.130152 433853.469108,85544.163943 433783.999096,85565.29 433720.924,85082.46 433855.92,85000.0 433880.58,84873.61 433916.85,84802.78 434108.39,84877.057 434372.704,84858.151 434377.918,84867.73 434413.0,84877.67 434448.39,84891.814 434496.187,84910.818 434490.453,84925.315 434541.356,84957.0 434653.28,85001.553 434716.028,85032.99 434763.19,85040.8 434769.52,85054.48 434766.32,85104.45 434709.62,85183.65 434619.26,85209.15 434616.531,85234.761 434635.503,85249.274 434615.825,85227.251 434599.045,85227.188 434596.095,85218.464 434589.107,85256.19 434540.45,85273.766 434554.615,85352.45 434452.51,85350.007286 434443.278975,85350.028503 434442.708492,85350.068312 434442.139005,85350.12667 434441.571119,85350.203517 434441.005438,85350.298768 434440.442563,85350.412325 434439.883094,85350.544065 434439.327626,85350.693849 434438.776749,85350.861517 434438.23105,85351.04764 434437.687755,85351.251704 434437.150941,85351.473482 434436.6212,85351.712731 434436.099116,85351.969185 434435.585266,85352.242563 434435.080216,85352.532562 434434.584522,85352.838863 434434.098733,85353.161127 434433.623384,85353.499 434433.159,85382.810001 434396.549999,85393.890077 434382.127289,85404.518483 434367.368574,85414.685038 434352.287995,85424.38 434336.9,85428.048 434330.877,85392.489 434312.916,85422.16 434280.48,85445.274 434250.034,85447.559 434229.93,85440.295 434225.083,85450.168 434208.64,85450.169 434208.638001))",Bouwgebied A derde zone,Bouwgebied A3e zone,"Heeft u inhoudelijke vragen, neem dan contact op met het algemene informatienummer van de gemeente Rotterdam: 14010",http://tile.gis.rotterdam.nl/gw2data/data/dsv/bouwgebieden/Bouwgebied A derde zone.pdf,"23"
