WKT,fid_1,bestemming,historisch,hoofdfunct,identifica,naam,ondergesch,plangebied,planstatus,typePlan,versieIMRO,verwijzing,verwijzi_1,dossierID,dossierSta,datum,verwijzi_2
"POLYGON ((92280.84 439057.99,92278.82 439060.59,92277.8 439059.76,92276.32 439061.54,92277.52 439062.45,92275.34 439065.27,92274.19 439064.5,92272.74 439066.33,92272.903 439066.45,92273.87 439067.16,92271.464 439070.325,92270.32 439071.83,92271.31 439072.59,92267.69 439077.68,92269.65 439079.08,92278.24 439085.15,92281.539 439080.141,92284.72 439075.31,92284.835 439075.147,92285.915 439073.614,92288.08 439070.54,92288.186 439070.396,92289.306 439068.88,92290.331 439067.491,92291.519 439065.884,92294.32 439062.09,92294.31 439060.03,92293.578 439059.079,92286.717 439050.171,92280.84 439057.99))","1645836",,false,,,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1145PapluCultLK-va01,vastgesteld,bestemmingsplan,IMRO2012,,,NL.IMRO.0599.BP1145PapluCultLK,,2023-03-23,
"POLYGON ((92291.07 439423.6,92281.04 439421.57,92277.05 439420.76,92269.59 439419.22,92268.43 439429.92,92278.803 439432.084,92288.875 439434.185,92299.142 439436.327,92309.242 439438.433,92319.131 439440.496,92329.36 439442.63,92331.62 439431.84,92325.55 439430.57,92321.16 439429.69,92311.12 439427.658,92301.1 439425.63,92291.12 439423.61,92291.07 439423.6))","1645870",,false,,,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1145PapluCultLK-va01,vastgesteld,bestemmingsplan,IMRO2012,,,NL.IMRO.0599.BP1145PapluCultLK,,2023-03-23,
"POLYGON ((92376.98 439055.32,92381.7 439061.46,92390.49 439055.14,92388.39 439052.35,92388.52 439052.25,92385.88 439048.77,92376.98 439055.32))","1645826",,false,,,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1145PapluCultLK-va01,vastgesteld,bestemmingsplan,IMRO2012,,,NL.IMRO.0599.BP1145PapluCultLK,,2023-03-23,
"POLYGON ((92331.838 439056.864,92332.88 439058.1,92335.9 439061.83,92337.93 439060.18,92338.202 439059.949,92336.98 439058.42,92336.88 439054.62,92338.36 439053.35,92337.58 439052.42,92339.79 439050.47,92339.11 439049.63,92336.79 439051.55,92331.838 439056.864))","1645829",,false,,,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1145PapluCultLK-va01,vastgesteld,bestemmingsplan,IMRO2012,,,NL.IMRO.0599.BP1145PapluCultLK,,2023-03-23,
"POLYGON ((92314.73 439279.35,92312.853 439284.911,92314.923 439286.676,92316.128 439287.696,92317.68 439289.01,92321.73 439290.3,92324.204 439282.481,92324.23 439282.4,92326.063 439277.331,92327.878 439272.313,92329.68 439267.33,92331.755 439262.372,92333.84 439257.39,92336.015 439252.602,92338.269 439247.639,92340.453 439242.831,92342.67 439237.95,92345.539 439232.454,92348.035 439227.672,92350.558 439222.84,92353.07 439218.026,92355.6 439213.18,92358.476 439208.295,92361.092 439203.85,92363.813 439199.226,92366.59 439194.508,92369.35 439189.82,92372.258 439185.51,92375.265 439181.055,92378.236 439176.654,92381.243 439172.198,92382.49 439170.35,92382.69 439170.09,92382.25 439168.05,92379.74 439166.23,92380.31 439165.53,92375.764 439160.026,92370.01 439153.06,92369.907 439153.141,92366.303 439148.755,92362.889 439144.599,92359.546 439140.53,92356.197 439136.454,92352.53 439131.89,92350.53 439132.07,92344.01 439142.91,92346.426 439144.537,92346.58 439144.64,92349.872 439148.61,92353.261 439152.697,92353.407 439152.873,92356.698 439156.842,92360.42 439161.33,92362.23 439159.31,92365.79 439163.61,92366.76 439162.71,92369.12 439164.2,92371.17 439162.8,92372.74 439163.84,92371.48 439165.7,92371.08 439165.45,92368.146 439169.957,92365.24 439174.42,92365.58 439174.72,92364.61 439176.17,92363.49 439175.48,92361.48 439178.56,92362.53 439179.26,92361.64 439180.64,92360.52 439179.93,92358.46 439183.11,92359.56 439183.77,92358.74 439185.01,92357.65 439184.36,92355.48 439187.75,92354.97 439187.46,92353.77 439189.41,92355.09 439190.16,92353.405 439192.897,92351.76 439195.57,92350.41 439194.72,92348.841 439193.77,92347.557 439195.939,92348.61 439196.58,92346.002 439201.241,92343.34 439206.0,92343.96 439206.41,92341.21 439211.58,92341.99 439212.07,92339.401 439217.1,92338.31 439219.22,92337.19 439221.52,92336.892 439222.126,92334.51 439226.96,92333.07 439226.27,92330.29 439231.8,92331.58 439232.46,92331.549 439232.529,92329.278 439237.529,92327.03 439242.48,92324.67 439247.67,92322.37 439252.74,92320.253 439257.853,92318.196 439262.822,92315.981 439268.172,92315.05 439270.42,92316.77 439271.01,92315.84 439273.78,92316.53 439274.03,92315.52 439277.06,92314.29 439276.69,92313.5 439278.83,92314.76 439279.26,92314.73 439279.35))","1645833",,false,,,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1145PapluCultLK-va01,vastgesteld,bestemmingsplan,IMRO2012,,,NL.IMRO.0599.BP1145PapluCultLK,,2023-03-23,
"POLYGON ((92349.42 439085.3,92340.01 439092.96,92343.332 439097.023,92346.723 439101.171,92350.149 439105.362,92353.522 439109.488,92356.877 439113.59,92366.341 439105.819,92362.929 439101.681,92359.557 439097.592,92356.073 439093.367,92352.733 439089.317,92349.42 439085.3))","1645831",,false,,,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1145PapluCultLK-va01,vastgesteld,bestemmingsplan,IMRO2012,,,NL.IMRO.0599.BP1145PapluCultLK,,2023-03-23,
"POLYGON ((92460.912 439170.516,92459.79 439180.64,92468.299 439181.586,92471.073 439181.895,92472.149 439171.347,92460.912 439170.516))","1645807",,false,,,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1145PapluCultLK-va01,vastgesteld,bestemmingsplan,IMRO2012,,,NL.IMRO.0599.BP1145PapluCultLK,,2023-03-23,
"POLYGON ((92389.35 439073.38,92399.09 439064.09,92395.6 439060.48,92394.57 439061.48,92391.31 439058.25,92382.62 439066.44,92389.35 439073.38))","1645827",,false,,,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1145PapluCultLK-va01,vastgesteld,bestemmingsplan,IMRO2012,,,NL.IMRO.0599.BP1145PapluCultLK,,2023-03-23,
"POLYGON ((92337.0 439067.76,92329.69 439059.17,92326.05 439063.17,92326.31 439063.4,92324.08 439065.31,92321.34 439068.36,92321.28 439070.29,92326.268 439076.41,92337.0 439067.76))","1645828",,false,,,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1145PapluCultLK-va01,vastgesteld,bestemmingsplan,IMRO2012,,,NL.IMRO.0599.BP1145PapluCultLK,,2023-03-23,
"POLYGON ((92215.85 439413.95,92220.521 439414.462,92228.042 439415.287,92228.601 439415.349,92236.162 439416.178,92236.692 439416.236,92244.241 439417.064,92248.94 439417.58,92250.65 439402.02,92254.67 439401.83,92255.29 439396.06,92254.09 439395.73,92255.834 439379.551,92256.422 439374.1,92256.57 439372.73,92254.862 439372.544,92246.35 439371.62,92245.889 439375.543,92243.739 439393.84,92243.71 439394.09,92246.8 439394.38,92246.0 439401.2,92220.858 439398.566,92221.5 439393.03,92221.533 439392.746,92221.9 439389.58,92220.942 439389.473,92218.51 439389.2,92217.542 439397.503,92217.46 439398.21,92217.11 439401.48,92214.32 439401.19,92213.36 439410.36,92216.21 439410.71,92215.85 439413.95))","1645867",,false,,,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1145PapluCultLK-va01,vastgesteld,bestemmingsplan,IMRO2012,,,NL.IMRO.0599.BP1145PapluCultLK,,2023-03-23,
"POLYGON ((92275.722 439369.777,92275.53 439371.58,92275.5 439371.86,92274.71 439372.58,92274.49 439374.62,92275.09 439375.49,92275.06 439375.77,92274.879 439377.527,92274.85 439377.81,92274.09 439378.52,92273.86 439380.59,92274.43 439381.52,92274.41 439381.7,92274.4 439381.81,92274.201 439383.489,92274.16 439383.84,92273.44 439384.51,92273.23 439386.54,92273.75 439387.51,92273.74 439387.68,92273.619 439389.481,92273.6 439389.77,92272.8 439390.47,92272.57 439392.53,92273.18 439393.5,92273.16 439393.66,92272.987 439395.46,92272.96 439395.74,92272.21 439396.41,92271.95 439398.47,92272.51 439399.51,92272.51 439399.65,92272.289 439401.426,92272.25 439401.74,92271.5 439402.42,92271.28 439404.45,92271.86 439405.46,92271.846 439405.59,92271.658 439407.381,92271.63 439407.64,92270.86 439408.39,92270.59 439410.41,92271.23 439411.09,92271.13 439412.04,92281.75 439413.06,92282.403 439406.78,92282.409 439406.72,92283.018 439400.87,92283.646 439394.83,92284.274 439388.79,92284.893 439382.83,92285.509 439376.91,92286.121 439371.03,92286.13 439370.94,92286.761 439364.87,92287.379 439358.93,92287.997 439352.98,92288.009 439352.87,92288.41 439349.01,92286.16 439348.78,92286.56 439345.753,92283.699 439345.485,92283.0 439345.42,92283.12 439344.4,92282.22 439343.3,92279.56 439342.99,92278.45 439343.88,92278.01 439348.15,92277.24 439348.69,92277.04 439350.74,92277.6 439351.7,92277.59 439351.79,92277.584 439351.857,92277.411 439353.649,92277.39 439353.87,92276.61 439354.64,92276.4 439356.69,92277.02 439357.63,92276.99 439357.83,92276.804 439359.621,92276.78 439359.85,92275.99 439360.63,92275.76 439362.65,92276.33 439363.66,92276.34 439363.8,92276.156 439365.6,92276.13 439365.85,92275.33 439366.61,92275.14 439368.65,92275.74 439369.56,92275.73 439369.7,92275.722 439369.777))","1645868",,false,,,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1145PapluCultLK-va01,vastgesteld,bestemmingsplan,IMRO2012,,,NL.IMRO.0599.BP1145PapluCultLK,,2023-03-23,
"POLYGON ((92319.246 439411.34,92319.251 439411.401,92319.71 439416.66,92318.42 439416.74,92318.76 439421.32,92320.0 439421.66,92322.698 439421.401,92328.697 439420.826,92330.85 439420.62,92330.093 439410.54,92329.344 439400.58,92328.59 439390.53,92328.28 439386.41,92322.612 439380.858,92315.322 439373.718,92308.087 439366.633,92300.55 439359.25,92293.817 439366.253,92293.039 439367.059,92300.48 439374.28,92304.56 439378.24,92303.62 439379.15,92306.848 439382.383,92310.03 439385.57,92311.01 439384.58,92315.01 439388.53,92315.69 439387.91,92319.07 439391.38,92317.58 439392.23,92318.388 439401.5,92319.246 439411.34))","1645869",,false,,,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1145PapluCultLK-va01,vastgesteld,bestemmingsplan,IMRO2012,,,NL.IMRO.0599.BP1145PapluCultLK,,2023-03-23,
"POLYGON ((92264.66 438969.54,92267.078 438972.788,92269.921 438976.606,92272.72 438980.367,92277.503 438976.671,92281.76 438973.38,92281.847 438973.313,92285.822 438970.25,92289.962 438967.06,92293.915 438964.014,92286.42 438954.33,92284.14 438956.15,92283.364 438955.131,92282.93 438954.56,92281.19 438955.92,92279.5 438957.24,92279.938 438957.764,92280.73 438958.71,92278.333 438960.584,92276.01 438962.4,92275.14 438961.343,92274.8 438960.93,92273.23 438962.19,92273.61 438962.7,92269.206 438966.065,92264.66 438969.54))","1645822",,false,,,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1145PapluCultLK-va01,vastgesteld,bestemmingsplan,IMRO2012,,,NL.IMRO.0599.BP1145PapluCultLK,,2023-03-23,
"POLYGON ((92202.23 439039.47,92192.8 439047.03,92193.046 439047.335,92197.44 439052.78,92196.57 439053.48,92201.65 439059.68,92202.49 439059.05,92205.59 439062.91,92204.72 439063.62,92207.855 439067.495,92208.28 439068.02,92209.15 439067.32,92211.18 439069.88,92210.31 439070.59,92211.033 439071.493,92212.91 439073.84,92213.78 439073.14,92219.16 439079.79,92218.28 439080.49,92225.85 439089.9,92226.83 439089.14,92232.13 439095.71,92229.91 439097.51,92230.454 439098.179,92232.56 439100.77,92232.96 439100.46,92234.43 439102.29,92234.5 439102.233,92238.76 439098.73,92237.31 439096.96,92245.84 439090.16,92243.32 439086.98,92242.13 439087.89,92232.74 439076.35,92230.2 439078.4,92220.97 439066.91,92220.51 439067.28,92215.489 439061.172,92214.428 439059.882,92213.95 439059.3,92212.985 439058.126,92212.579 439057.632,92211.524 439056.349,92209.05 439053.34,92212.94 439050.21,92208.11 439044.2,92206.84 439045.23,92202.23 439039.47))","1645842",,false,,,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1145PapluCultLK-va01,vastgesteld,bestemmingsplan,IMRO2012,,,NL.IMRO.0599.BP1145PapluCultLK,,2023-03-23,
"POLYGON ((92450.501 439134.358,92452.525 439136.635,92455.121 439134.149,92456.563 439135.773,92460.267 439139.647,92460.898 439140.292,92465.52 439145.02,92474.769 439136.243,92470.09 439131.44,92465.732 439126.968,92462.04 439123.18,92460.06 439123.27,92452.74 439131.47,92452.516 439131.759,92450.501 439134.358))","1645806",,false,,,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1145PapluCultLK-va01,vastgesteld,bestemmingsplan,IMRO2012,,,NL.IMRO.0599.BP1145PapluCultLK,,2023-03-23,
"POLYGON ((92431.5 439122.32,92423.7 439114.2,92421.63 439116.24,92420.742 439115.288,92419.96 439114.45,92418.36 439116.05,92416.71 439117.7,92417.483 439118.478,92418.35 439119.35,92416.389 439121.199,92414.49 439122.99,92413.627 439122.105,92412.91 439121.37,92411.217 439123.037,92409.71 439124.52,92410.428 439125.274,92411.29 439126.18,92409.34 439128.13,92397.034 439140.063,92377.331 439117.166,92366.909 439125.861,92366.943 439125.903,92379.995 439141.868,92381.955 439144.265,92385.02 439148.014,92392.94 439157.702,92394.93 439157.78,92417.086 439136.296,92420.701 439132.791,92424.28 439129.32,92427.819 439125.889,92431.5 439122.32))","1645832",,false,,,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1145PapluCultLK-va01,vastgesteld,bestemmingsplan,IMRO2012,,,NL.IMRO.0599.BP1145PapluCultLK,,2023-03-23,
"POLYGON ((92314.662 439309.333,92314.683 439309.345,92314.705 439309.356,92314.726 439309.367,92314.748 439309.378,92314.77 439309.388,92314.793 439309.398,92314.815 439309.408,92314.838 439309.417,92314.86 439309.426,92314.883 439309.434,92314.906 439309.442,92314.929 439309.45,92314.953 439309.457,92314.976 439309.464,92314.999 439309.471,92315.023 439309.477,92315.047 439309.482,92315.07 439309.488,92315.094 439309.492,92315.118 439309.497,92315.142 439309.501,92315.166 439309.504,92315.191 439309.508,92315.215 439309.51,92315.239 439309.513,92315.263 439309.515,92315.288 439309.516,92315.312 439309.517,92315.336 439309.518,92315.361 439309.518,92315.385 439309.518,92315.409 439309.517,92315.434 439309.517,92315.458 439309.515,92315.482 439309.513,92315.507 439309.511,92315.531 439309.508,92315.555 439309.505,92315.579 439309.502,92315.603 439309.498,92315.627 439309.494,92315.651 439309.489,92315.675 439309.484,92315.699 439309.478,92315.722 439309.473,92315.746 439309.466,92315.769 439309.46,92315.792 439309.452,92315.816 439309.445,92315.839 439309.437,92315.861 439309.429,92315.884 439309.42,92315.907 439309.411,92315.929 439309.401,92315.952 439309.392,92315.974 439309.381,92315.996 439309.371,92316.017 439309.36,92316.039 439309.348,92316.06 439309.337,92316.081 439309.325,92316.102 439309.312,92316.123 439309.299,92316.144 439309.286,92316.164 439309.273,92316.184 439309.259,92316.204 439309.245,92316.223 439309.23,92316.243 439309.215,92316.262 439309.2,92316.28 439309.185,92316.299 439309.169,92316.317 439309.153,92316.335 439309.136,92316.353 439309.12,92316.37 439309.102,92316.387 439309.085,92316.404 439309.067,92316.421 439309.05,92316.437 439309.031,92316.453 439309.013,92316.468 439308.994,92316.483 439308.975,92316.498 439308.956,92316.513 439308.936,92316.527 439308.917,92316.541 439308.897,92316.555 439308.876,92316.568 439308.856,92316.581 439308.835,92316.593 439308.814,92316.605 439308.793,92316.617 439308.772,92316.629 439308.75,92316.64 439308.729,92316.65 439308.707,92316.661 439308.685,92316.67 439308.662,92316.68 439308.64,92316.68 439308.64,92319.034 439300.0,92319.32 439298.95,92315.0 439297.79,92314.26 439297.25,92315.63 439295.54,92311.029 439291.861,92308.64 439289.95,92309.29 439289.05,92307.38 439287.61,92306.38 439288.87,92304.01 439286.96,92305.09 439285.58,92303.362 439284.198,92299.039 439280.742,92296.56 439278.76,92295.86 439279.65,92294.082 439278.217,92292.72 439277.12,92293.53 439274.47,92287.042 439272.298,92285.15 439278.28,92284.349 439280.813,92283.487 439283.54,92283.43 439283.72,92283.78 439284.81,92286.942 439287.321,92291.193 439290.698,92295.543 439294.152,92295.793 439294.351,92297.324 439295.567,92299.875 439297.593,92302.906 439300.0,92304.145 439300.984,92308.659 439304.57,92314.662 439309.333))","1645802",,false,,,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1145PapluCultLK-va01,vastgesteld,bestemmingsplan,IMRO2012,,,NL.IMRO.0599.BP1145PapluCultLK,,2023-03-23,
"POLYGON ((92576.523 439246.721,92576.517 439246.712,92576.489 439246.663,92575.415 439244.817,92573.028 439240.731,92570.649 439236.661,92569.621 439234.899,92569.463 439234.628,92569.411 439234.54,92567.95 439232.036,92567.9 439231.95,92567.23 439232.28,92563.94 439227.22,92562.02 439228.2,92559.99 439225.01,92560.21 439224.82,92556.194 439220.63,92554.77 439219.143,92554.567 439218.932,92554.455 439218.815,92554.33 439218.684,92552.847 439217.137,92548.914 439213.033,92547.536 439211.594,92546.075 439210.071,92544.724 439208.661,92543.34 439207.216,92541.878 439205.69,92540.752 439204.516,92539.128 439202.822,92537.598 439201.225,92536.607 439200.19,92532.408 439195.809,92530.831 439194.164,92529.339 439192.606,92528.308 439191.53,92526.662 439189.813,92525.17 439188.256,92524.207 439187.251,92519.984 439182.845,92518.36 439181.15,92516.824 439179.547,92515.83 439178.51,92511.43 439173.95,92507.05 439169.41,92505.419 439167.721,92504.442 439166.708,92502.738 439164.942,92498.24 439160.28,92494.979 439156.901,92491.689 439153.491,92488.467 439150.152,92485.138 439146.702,92480.753 439142.157,92471.353 439151.297,92471.27 439151.21,92470.22 439152.239,92465.83 439156.54,92469.977 439161.003,92470.382 439161.439,92474.548 439157.423,92474.166 439156.981,92474.41 439156.77,92475.13 439156.18,92475.218 439156.108,92476.75 439157.65,92476.03 439158.37,92477.753 439160.148,92481.04 439163.54,92483.11 439161.49,92483.217 439161.603,92484.73 439163.2,92482.63 439165.17,92484.362 439166.958,92486.06 439168.71,92488.14 439166.69,92489.68 439168.39,92487.63 439170.4,92489.163 439171.997,92490.13 439170.99,92493.12 439174.1,92494.66 439175.69,92497.43 439178.59,92496.42 439179.47,92498.0 439180.98,92499.16 439179.74,92502.17 439182.84,92500.99 439184.02,92502.74 439185.89,92502.789 439185.846,92504.01 439184.75,92506.55 439187.32,92505.88 439188.02,92508.39 439190.71,92507.39 439191.63,92509.01 439193.33,92510.08 439192.38,92512.59 439194.96,92511.57 439195.94,92513.17 439197.59,92514.22 439196.66,92516.63 439199.14,92515.67 439200.15,92517.36 439201.91,92518.41 439200.96,92520.98 439203.67,92519.95 439204.63,92521.57 439206.2,92522.57 439205.29,92524.99 439207.77,92524.0 439208.72,92525.81 439210.62,92526.73 439209.66,92529.24 439212.21,92528.29 439213.13,92529.97 439214.93,92530.93 439214.06,92533.38 439216.53,92532.45 439217.55,92531.155 439218.825,92532.591 439220.299,92533.88 439219.0,92536.44 439221.67,92538.16 439223.46,92539.18 439222.46,92542.08 439225.46,92541.01 439226.48,92542.607 439228.153,92544.36 439229.99,92545.36 439228.94,92548.68 439232.45,92548.22 439232.83,92550.048 439235.7,92553.541 439241.185,92555.13 439243.68,92556.93 439242.61,92559.0 439246.08,92560.4 439245.33,92561.62 439247.35,92560.31 439248.16,92562.585 439252.037,92563.59 439253.75,92564.449 439253.268,92565.87 439252.47,92568.418 439257.96,92568.456 439258.042,92568.7 439259.45,92563.65 439260.23,92564.306 439264.43,92564.32 439264.52,92567.984 439263.96,92569.29 439263.76,92568.66 439265.23,92568.93 439265.39,92567.43 439268.95,92566.17 439268.34,92564.86 439271.25,92565.68 439271.61,92576.92 439276.73,92580.07 439270.05,92579.53 439269.81,92580.69 439262.43,92580.022 439258.165,92579.722 439256.245,92579.288 439253.47,92579.271 439253.361,92577.26 439249.31,92577.86 439249.02,92576.523 439246.721))","1645805",,false,,,Waarde - Cultuurhistorie 2,,NL.IMRO.0599.BP1145PapluCultLK-va01,vastgesteld,bestemmingsplan,IMRO2012,,,NL.IMRO.0599.BP1145PapluCultLK,,2023-03-23,
