WKT,PLANID,LAAG
"LINESTRING (91065.747 441419.707,91070.203 441421.779)","527",ALG_CODERINGEN
"LINESTRING (94180.706416 432980.765632,94184.704458 432975.730261)","598",ALG_CODERINGEN
"LINESTRING (94999.63513 433876.272791,95005.574567 433877.658496,95008.415807 433878.321374)","598",ALG_CODERINGEN
"LINESTRING (68953.170365 445442.326059,68953.538795 445440.951059,68954.545365 445439.944489,68955.920365 445439.576059,68957.295365 445439.944489,68958.301934 445440.951059,68958.670365 445442.326059,68958.301934 445443.701059,68957.295365 445444.707628,68955.920365 445445.076059,68954.545365 445444.707628,68953.538795 445443.701059,68953.170365 445442.326059)","595",ALG_CODERINGEN
"LINESTRING (94471.737796 433429.826671,94483.408772 433421.519717)","598",ALG_CODERINGEN
"LINESTRING (94766.412589 434203.004118,94769.985964 434198.717886)","632",ALG_CODERINGEN
"LINESTRING (94944.723395 434037.048102,94947.541572 434037.048102,94947.73804 434035.796485)","632",ALG_CODERINGEN
"LINESTRING (92571.088445 435038.525427,92574.622745 435038.525427)","569",ALG_CODERINGEN
"LINESTRING (86774.518183 441959.959313,86776.04598 441957.196415)","646",ALG_CODERINGEN
"LINESTRING (87010.722111 432015.877284,87019.08936 432016.128626)","634",ALG_CODERINGEN
"LINESTRING (94727.664561 434341.224347,94731.707847 434339.349821)","632",ALG_CODERINGEN
"LINESTRING (90634.088782 437130.565168,90649.274452 437152.177573)","582",ALG_CODERINGEN
"LINESTRING (91239.765833 433525.841914,91231.63754 433529.230714)","574",ALG_CODERINGEN
"LINESTRING (93318.944 435585.187,93321.143559 435584.27653,93323.512608 435584.04281,93325.847678 435584.505913,93327.94822 435585.626065,93329.633828 435587.307061,93330.75973 435589.404526,93331.229228 435591.738319,93331.002 435594.108)","488",ALG_CODERINGEN
"LINESTRING (94184.906176 436372.285795,94184.538 436371.968,94187.64 436369.86,94185.641869 436372.920151)","440",ALG_MAATVOERING
"LINESTRING (91439.882862 437195.856023,91415.512199 437196.831481)","582",ALG_CODERINGEN
"LINESTRING (91129.561374 433172.534835,91130.218658 433175.783335)","577",ALG_CODERINGEN
"LINESTRING (91857.773879 434159.492556,91862.612813 434155.281079)","574",ALG_CODERINGEN
"LINESTRING (91367.162577 433881.377924,91376.16207 433877.582506)","574",ALG_CODERINGEN
"LINESTRING (91391.988333 436812.832168,91390.822168 436830.974064,91390.822168 436831.060868,91374.679991 436829.845622)","582",ALG_CODERINGEN
"LINESTRING (86835.2514 440931.392652,86838.033516 440931.70861,86837.780189 440933.939246,86843.362227 440929.49578,86838.918761 440923.913742,86838.665433 440926.144377,86835.883317 440925.828419,86835.2514 440931.392652)","646",ALG_CODERINGEN
"LINESTRING (87985.841807 440501.58257,87987.92324 440499.688529)","646",ALG_CODERINGEN
"LINESTRING (91650.48362 433902.376598,91644.337031 433887.106859)","574",ALG_CODERINGEN
"LINESTRING (91630.338909 433911.55572,91634.063751 433910.025357)","574",ALG_CODERINGEN
"LINESTRING (94995.273871 433835.289522,94990.777375 433837.878022)","598",ALG_CODERINGEN
"LINESTRING (69076.906934 445408.468988,69077.275364 445407.093988,69078.281934 445406.087418,69079.656934 445405.718988,69081.031934 445406.087418,69082.038503 445407.093988,69082.406934 445408.468988,69082.038503 445409.843988,69081.031934 445410.850557,69079.656934 445411.218988,69078.281934 445410.850557,69077.275364 445409.843988,69076.906934 445408.468988)","595",ALG_CODERINGEN
"LINESTRING (91869.173992 434109.134851,91856.740836 434118.470726)","574",ALG_CODERINGEN
"LINESTRING (86781.369235 442260.055013,86784.107657 442260.639004,86784.575888 442258.443401,86788.457692 442264.429647,86782.471446 442268.311451,86782.939676 442266.115848,86780.201254 442265.531858,86781.369235 442260.055013)","646",ALG_CODERINGEN
"LINESTRING (90593.180312 437070.170162,90594.405411 437079.785637,90586.127273 437080.928193)","582",ALG_CODERINGEN
"LINESTRING (94000.754637 433537.396152,93995.061741 433533.896156)","598",ALG_CODERINGEN
"LINESTRING (93343.06 435603.028,93345.25961 435602.1168,93347.628929 435601.882493,93349.964409 435602.345207,93352.06541 435603.465191,93353.751438 435605.146227,93354.877645 435607.243899,93355.347281 435609.577997,93355.12 435611.948)","488",ALG_CODERINGEN
"LINESTRING (91018.523741 436646.120301,91022.304212 436628.298039)","582",ALG_CODERINGEN
"LINESTRING (90513.743169 437142.227147,90519.585195 437141.355008,90522.637759 437161.802609)","582",ALG_CODERINGEN
"LINESTRING (91106.181218 437142.700939,91111.30893 437128.872885)","582",ALG_CODERINGEN
"LINESTRING (90978.416708 432449.582452,90978.774379 432452.941159)","577",ALG_CODERINGEN
"LINESTRING (94394.298105 433467.743158,94397.219092 433467.632584)","598",ALG_CODERINGEN
"LINESTRING (91097.036446 436384.405498,91104.993311 436361.116222)","582",ALG_CODERINGEN
"LINESTRING (91309.659587 433722.474952,91309.65777 433722.476327)","574",ALG_CODERINGEN
"LINESTRING (90769.731421 436920.037784,90777.925381 436900.807846)","582",ALG_CODERINGEN
"LINESTRING (99388.635656 443279.554981,99388.611 443279.581,99388.632046 443279.551824)","442",ALG_MAATVOERING
"LINESTRING (95139.673742 433699.041962,95146.630707 433700.665784)","598",ALG_CODERINGEN
"LINESTRING (90629.422378 437312.133191,90638.045324 437284.740734)","582",ALG_CODERINGEN
"LINESTRING (94511.598633 434695.369238,94513.28278 434695.569222,94512.684035 434700.611513)","632",ALG_CODERINGEN
"LINESTRING (90738.785801 437021.655241,90720.8964 436999.704995)","582",ALG_CODERINGEN
"LINESTRING (91287.986006 436339.069468,91284.061554 436349.9026)","582",ALG_CODERINGEN
"LINESTRING (91272.039053 436744.427494,91257.311798 436745.191248)","582",ALG_CODERINGEN
"LINESTRING (92016.449515 433905.974236,92020.966978 433904.556984)","574",ALG_CODERINGEN
"LINESTRING (90504.208715 436518.335572,90487.371376 436541.701243)","582",ALG_CODERINGEN
"LINESTRING (94767.803173 436205.103781,94769.067689 436202.88064)","687",ALG_CODERINGEN
"LINESTRING (94485.140091 436600.926012,94482.396518 436600.708348)","687",ALG_CODERINGEN
"LINESTRING (91700.093929 433896.852884,91701.214255 433896.011157)","574",ALG_CODERINGEN
"LINESTRING (90300.750527 437151.353676,90284.073712 437153.580946,90283.699793 437148.065802)","582",ALG_CODERINGEN
"LINESTRING (90344.744871 437251.693789,90341.191316 437227.023698)","582",ALG_CODERINGEN
"LINESTRING (89946.204595 437245.11517,89957.599913 437229.145651)","582",ALG_CODERINGEN
"LINESTRING (93844.685928 433833.14133,93844.73792 433831.731235)","568",ALG_CODERINGEN
"LINESTRING (94601.449136 436058.380145,94602.372179 436056.607168)","687",ALG_CODERINGEN
"LINESTRING (93748.183753 433781.216286,93748.16802 433781.565689,93747.883111 433787.892923)","598",ALG_CODERINGEN
"LINESTRING (94681.559468 435697.006899,94682.599618 435695.326173,94684.892774 435695.480742)","687",ALG_CODERINGEN
"LINESTRING (91330.229303 433775.235807,91326.500538 433780.85802)","574",ALG_CODERINGEN
"LINESTRING (91591.838183 434403.32654,91586.271706 434389.600472)","574",ALG_CODERINGEN
"LINESTRING (90260.629399 436718.637247,90258.345764 436718.009619,90260.946571 436709.850458)","582",ALG_CODERINGEN
"LINESTRING (91079.649612 432367.453983,91082.937481 432366.887234)","577",ALG_CODERINGEN
"LINESTRING (95217.187183 434592.293161,95215.214451 434592.261072)","632",ALG_MAATVOERING
"LINESTRING (91270.268033 436941.357449,91272.328374 436956.337237,91263.852242 436957.503055)","582",ALG_CODERINGEN
"LINESTRING (94777.20576 436192.230122,94778.510927 436189.832028)","687",ALG_CODERINGEN
"LINESTRING (95837.614503 441172.235874,95841.877486 441177.815646)","589",ALG_MAATVOERING
"LINESTRING (91594.375387 434384.360326,91586.271706 434389.600472)","574",ALG_CODERINGEN
"LINESTRING (90590.009547 442353.164977,90605.979287 442353.778744,90610.893041 442313.883993)","597",ALG_CODERINGEN
"LINESTRING (94690.699468 435682.206899,94691.739618 435680.526173,94694.032774 435680.680742)","687",ALG_CODERINGEN
"LINESTRING (93838.756451 433642.523193,93831.629978 433647.736026)","598",ALG_CODERINGEN
"LINESTRING (91806.237717 433282.830325,91809.280189 433282.731077)","574",ALG_CODERINGEN
"LINESTRING (94605.713616 435819.686816,94606.702307 435818.080264,94608.384645 435818.246888)","687",ALG_CODERINGEN
"LINESTRING (92714.330784 435084.443193,92717.53178 435085.548305)","569",ALG_CODERINGEN
"LINESTRING (91169.730561 436646.366138,91168.234746 436658.647884,91157.659543 436657.371119)","582",ALG_CODERINGEN
"LINESTRING (90773.025576 436084.940574,90781.567569 436058.419678)","582",ALG_CODERINGEN
"LINESTRING (94700.926958 434640.811512,94705.087986 434639.90562)","632",ALG_CODERINGEN
"LINESTRING (90248.610102 436925.578218,90239.304086 436944.273909,90251.47411 436950.756323)","582",ALG_CODERINGEN
"LINESTRING (91335.57 432482.375,91357.482363 432470.339704)","577",ALG_MAATVOERING
"LINESTRING (95841.877486 441177.815646,95837.614236 441176.172291)","589",ALG_MAATVOERING
"LINESTRING (94682.470325 433680.834131,94678.473872 433681.382628)","598",ALG_CODERINGEN
"LINESTRING (91058.114561 433289.268968,91070.52605 433289.268968)","552",ALG_CODERINGEN
"LINESTRING (92227.217343 443713.298106,92224.681564 443710.255556,92210.553962 443710.255556)","709",ALG_CODERINGEN
"LINESTRING (94551.261579 436431.84805,94553.927093 436428.978358)","687",ALG_CODERINGEN
"LINESTRING (91303.872947 436345.84972,91318.483258 436351.333156,91314.653371 436361.698189)","582",ALG_CODERINGEN
"LINESTRING (88398.14083 440437.829886,88399.69387 440434.962956)","646",ALG_CODERINGEN
"LINESTRING (90532.993355 437277.711221,90543.804214 437248.14188)","582",ALG_CODERINGEN
"LINESTRING (91174.601821 433629.832609,91172.941953 433625.670472)","574",ALG_CODERINGEN
"LINESTRING (92104.813107 443176.765557,92085.380638 443176.765557)","709",ALG_CODERINGEN
"LINESTRING (94184.906176 436372.285795,94187.64 436369.86,94185.273913 436372.602897)","440",ALG_MAATVOERING
"LINESTRING (90193.07381 437037.610158,90181.40257 437056.484645,90194.949546 437064.856984)","582",ALG_CODERINGEN
"LINESTRING (90719.480694 437032.902476,90732.350766 437051.405989,90725.529629 437056.848199)","582",ALG_CODERINGEN
"LINESTRING (91116.078857 436687.090401,91098.378021 436687.697835,91098.910127 436701.035394)","582",ALG_CODERINGEN
"LINESTRING (91446.594076 436609.002437,91423.671381 436604.040539)","582",ALG_CODERINGEN
"LINESTRING (91065.747 441419.707,91063.618 441423.901)","527",ALG_CODERINGEN
"LINESTRING (91565.582283 434287.913443,91559.329143 434288.794142)","574",ALG_CODERINGEN
"LINESTRING (91346.274563 437069.094919,91344.904028 437059.25763)","582",ALG_CODERINGEN
"LINESTRING (92020.227189 434020.229893,92031.981968 434011.40091)","574",ALG_CODERINGEN
"LINESTRING (91916.592151 434086.450228,91905.223579 434095.290611)","574",ALG_CODERINGEN
"LINESTRING (91715.275851 443690.370031,91715.076102 443690.249829)","368",ALG_MAATVOERING
"LINESTRING (92018.187585 434017.644348,92014.454299 434012.911773)","574",ALG_CODERINGEN
"LINESTRING (91448.806955 434096.888326,91442.714528 434099.274676)","574",ALG_CODERINGEN
"LINESTRING (92070.586263 433988.208884,92065.895599 433969.751072)","574",ALG_CODERINGEN
"LINESTRING (87829.767074 441195.852206,87827.671761 441194.639952)","646",ALG_CODERINGEN
"LINESTRING (90153.76275 437518.753813,90152.53778 437521.847853)","582",ALG_CODERINGEN
"LINESTRING (91090.575588 436821.95118,91090.595441 436802.73941,91079.664669 436803.132347)","582",ALG_CODERINGEN
"LINESTRING (94858.632995 433641.415549,94866.412904 433643.230647)","598",ALG_CODERINGEN
"LINESTRING (91682.531768 434147.696372,91687.961017 434146.521291)","574",ALG_CODERINGEN
"LINESTRING (87702.16332 440909.942616,87704.884525 440904.919242)","646",ALG_CODERINGEN
"LINESTRING (91038.796669 432722.466622,91039.167185 432724.9639)","577",ALG_CODERINGEN
"LINESTRING (90351.444807 437251.108424,90347.891251 437226.438333)","582",ALG_CODERINGEN
"LINESTRING (90513.598462 436295.991052,90534.245514 436303.244575,90531.735235 436310.144268)","582",ALG_CODERINGEN
"LINESTRING (90487.766869 437316.589899,90485.016219 437339.260527,90477.307594 437338.231039)","582",ALG_CODERINGEN
"LINESTRING (91199.851153 433688.697378,91198.191285 433684.535241)","574",ALG_CODERINGEN
"LINESTRING (90617.782282 436401.366057,90598.290923 436395.578757,90602.394245 436383.748391)","582",ALG_CODERINGEN
"LINESTRING (90566.155081 436406.754626,90575.9577 436410.339693)","582",ALG_CODERINGEN
"LINESTRING (91309.65777 433722.476327,91304.80833 433726.144679)","574",ALG_CODERINGEN
"LINESTRING (95376.722 434692.938,95376.722 434692.138,95376.722 434669.328,95396.276 434669.328)","537",ALG_CODERINGEN
"LINESTRING (94336.132806 433149.887235,94345.122299 433151.984535)","598",ALG_CODERINGEN
"LINESTRING (91382.28272 434150.904402,91380.622853 434146.742265)","574",ALG_CODERINGEN
"LINESTRING (91731.552075 443663.994881,91731.356 443663.869,91732.686 443662.657,91731.944227 443664.246645)","368",ALG_MAATVOERING
"LINESTRING (94195.947694 432905.597977,94199.274577 432901.663781)","598",ALG_CODERINGEN
"LINESTRING (91649.244376 434183.795264,91648.488115 434180.450914)","574",ALG_CODERINGEN
"LINESTRING (90570.676611 436515.183707,90552.906215 436523.208459)","582",ALG_CODERINGEN
"LINESTRING (90501.296323 436818.037964,90489.531447 436831.265141,90482.207769 436824.751116)","582",ALG_CODERINGEN
"LINESTRING (87061.204567 432494.933164,87069.571816 432495.184506)","634",ALG_CODERINGEN
"LINESTRING (94631.087821 434480.379161,94637.75463 434478.846047)","632",ALG_CODERINGEN
"LINESTRING (91780.915366 433544.895134,91783.317664 433544.202545)","574",ALG_MAATVOERING
"LINESTRING (91662.27545 434169.589812,91663.94944 434169.211272)","574",ALG_CODERINGEN
"LINESTRING (86253.641944 440843.180514,86258.373262 440842.576479,86258.147633 440843.292083,86257.771553 440844.483871,86257.395172 440845.67596,86257.169281 440846.390982,86253.641944 440843.180514,86258.147633 440843.292083,86257.771553 440844.483871,86257.395172 440845.67596,86253.641944 440843.180514,86257.771553 440844.483871)","588",ALG_MAATVOERING
"LINESTRING (90919.258648 436836.108161,90919.558681 436825.681694,90930.235476 436825.681693)","582",ALG_CODERINGEN
"LINESTRING (91023.421841 436656.226121,91025.287721 436647.580006,91018.523741 436646.120301,91009.33154 436644.136572,91007.45049 436652.852981)","582",ALG_CODERINGEN
"LINESTRING (90516.648364 437271.543384,90527.459223 437241.974043)","582",ALG_CODERINGEN
"LINESTRING (94686.908395 435748.105775,94688.968794 435746.851801)","687",ALG_CODERINGEN
"LINESTRING (91320.993869 436889.814821,91323.25423 436906.113416)","582",ALG_CODERINGEN
"LINESTRING (91768.895093 434141.995634,91767.772749 434137.032374)","574",ALG_CODERINGEN
"LINESTRING (93920.165165 433616.629589,93914.848508 433613.285396)","598",ALG_CODERINGEN
"LINESTRING (91399.676366 433920.236817,91405.066923 433918.052254)","574",ALG_CODERINGEN
"LINESTRING (91833.310743 434195.705306,91835.506204 434193.650057)","574",ALG_CODERINGEN
"LINESTRING (94723.762247 435540.715161,94720.921073 435539.091043)","687",ALG_CODERINGEN
"LINESTRING (90692.503492 436808.710031,90683.274826 436840.993575,90697.22191 436845.60551)","582",ALG_CODERINGEN
"LINESTRING (91336.461284 437023.090739,91338.186804 437035.476004,91326.920621 437037.045613)","582",ALG_CODERINGEN
"LINESTRING (91231.63754 433529.230714,91224.922596 433513.487079)","574",ALG_CODERINGEN
"LINESTRING (90674.894112 436028.759575,90682.314528 436063.278604)","582",ALG_CODERINGEN
"LINESTRING (94596.131268 434645.437187,94599.99061 434644.841232)","632",ALG_CODERINGEN
"LINESTRING (89913.183129 431289.766482,89914.557454 431284.030892)","634",ALG_CODERINGEN
"LINESTRING (86677.233172 441245.655781,86679.190856 441242.167591,86676.394108 441240.597965,86686.206357 441237.840335,86688.963986 441247.652586,86686.167238 441246.08296,86684.209553 441249.57115,86677.233172 441245.655781)","646",ALG_CODERINGEN
"LINESTRING (94513.92489 435969.383123,94512.830822 435967.340953,94513.771781 435966.024417)","687",ALG_CODERINGEN
"LINESTRING (90561.792458 437053.07495,90557.651421 437021.891529,90553.680564 437022.211359)","582",ALG_CODERINGEN
"LINESTRING (91219.575545 433475.235663,91211.707973 433478.515763)","574",ALG_CODERINGEN
"LINESTRING (93113.932999 435433.538,93116.13276 435432.626662,93118.502267 435432.392322,93120.837927 435432.855115,93122.93905 435433.975276,93124.625103 435435.656558,93125.751214 435437.754499,93126.220623 435440.088837,93125.992999 435442.459)","488",ALG_CODERINGEN
"LINESTRING (94647.137756 435624.540662,94645.134377 435623.395874)","687",ALG_CODERINGEN
"LINESTRING (94853.28066 436175.230336,94854.529492 436172.888525)","687",ALG_CODERINGEN
"LINESTRING (99388.639155 443279.55804,99388.611 443279.581,99388.628353 443279.548594)","442",ALG_MAATVOERING
"LINESTRING (91078.385393 436582.634049,91067.407031 436580.315538,91070.460625 436566.657464)","582",ALG_CODERINGEN
"LINESTRING (92889.539546 435043.576323,92893.762044 435045.072929)","569",ALG_CODERINGEN
"LINESTRING (96168.277439 439896.920928,96155.511549 439893.695885)","578",ALG_CODERINGEN
"LINESTRING (90166.092131 437280.068979,90162.276167 437250.334757)","582",ALG_CODERINGEN
"LINESTRING (94853.934156 434181.505747,94854.713945 434176.868109)","632",ALG_CODERINGEN
"LINESTRING (91896.484334 434377.335323,91898.633828 434375.178862)","574",ALG_CODERINGEN
"LINESTRING (95171.073929 434655.355721,95171.923854 434653.00463)","632",ALG_MAATVOERING
"LINESTRING (90550.342521 437167.400703,90538.270078 437143.651449)","582",ALG_CODERINGEN
"LINESTRING (91721.757523 434587.664319,91724.932217 434588.894801)","574",ALG_CODERINGEN
"LINESTRING (91717.001102 443687.060829,91716.801 443686.94,91718.099 443685.693,91717.401014 443687.301976)","368",ALG_MAATVOERING
"LINESTRING (68897.089878 445342.685306,68897.458309 445341.310306,68898.464878 445340.303737,68899.839878 445339.935306,68901.214878 445340.303737,68902.221448 445341.310306,68902.589878 445342.685306,68902.221448 445344.060306,68901.214878 445345.066876,68899.839878 445345.435306,68898.464878 445345.066876,68897.458309 445344.060306,68897.089878 445342.685306)","595",ALG_CODERINGEN
"LINESTRING (88493.263811 439702.172674,88495.397787 439703.985447,88496.851226 439702.274476,88497.429962 439709.385636,88490.318801 439709.964371,88491.77224 439708.2534,88489.638264 439706.440627,88493.263811 439702.172674)","646",ALG_CODERINGEN
"LINESTRING (68866.035645 445310.873369,68866.404075 445309.498369,68867.410645 445308.491799,68868.785645 445308.123369,68870.160645 445308.491799,68871.167214 445309.498369,68871.535645 445310.873369,68871.167214 445312.248369,68870.160645 445313.254938,68868.785645 445313.623369,68867.410645 445313.254938,68866.404075 445312.248369,68866.035645 445310.873369)","595",ALG_CODERINGEN
"LINESTRING (65507.683138 436917.898608,65507.683138 436942.898608,65507.683138 436967.898608)","587",ALG_CODERINGEN
"LINESTRING (65387.683138 436917.898608,65387.683138 436942.898608,65387.683138 436967.898608)","587",ALG_CODERINGEN
"LINESTRING (92295.745247 442924.015502,92297.404219 442922.145258)","593",ALG_MAATVOERING
"LINESTRING (91668.959139 434678.590411,91670.807851 434680.69938)","574",ALG_CODERINGEN
"LINESTRING (91348.430296 433457.851697,91345.281155 433458.776483)","574",ALG_CODERINGEN
"LINESTRING (90312.84563 436815.244109,90294.916151 436836.014269,90305.514144 436846.450507)","582",ALG_CODERINGEN
"LINESTRING (92060.693272 433969.849414,92056.71329 433954.188144)","574",ALG_CODERINGEN
"LINESTRING (90434.968912 436516.375081,90446.651498 436499.132846)","582",ALG_CODERINGEN
"LINESTRING (93838.756451 433642.523193,93841.343185 433639.642443)","598",ALG_CODERINGEN
"LINESTRING (91840.729999 433945.44,91840.309402 433944.848601)","546",ALG_CODERINGEN
"LINESTRING (90882.011768 436047.197721,90876.106664 436066.392213,90869.642452 436063.95164)","582",ALG_CODERINGEN
"LINESTRING (88478.174678 439864.941377,88478.168 439864.956,88478.180163 439864.944733)","503",ALG_MAATVOERING
"LINESTRING (91170.79781 436558.663981,91179.394961 436560.895802)","582",ALG_CODERINGEN
"LINESTRING (93715.743979 433790.525895,93715.832425 433787.89851)","598",ALG_CODERINGEN
"LINESTRING (94814.146977 435405.053701,94815.241606 435403.12434)","687",ALG_CODERINGEN
"LINESTRING (94746.63978 436246.103334,94747.825498 436243.890196)","687",ALG_CODERINGEN
"LINESTRING (91738.892367 433810.096005,91733.924788 433813.821689,91726.198289 433803.519694)","574",ALG_CODERINGEN
"LINESTRING (92297.404219 442922.145258,92283.573938 442927.952438)","593",ALG_MAATVOERING
"LINESTRING (91730.387005 443666.245803,91730.191075 443666.119881)","368",ALG_MAATVOERING
"LINESTRING (91324.558146 433772.530418,91328.585903 433770.976397)","574",ALG_CODERINGEN
"LINESTRING (92577.227926 438174.221863,92578.99119 438174.06526,92580.678479 438174.600686,92582.028821 438175.745327,92582.833359 438177.322141,92582.967656 438179.087245)","596",ALG_CODERINGEN
"LINESTRING (94673.840263 436383.65462,94675.753478 436382.263012)","687",ALG_CODERINGEN
"LINESTRING (91386.822622 437313.382438,91374.600041 437312.237334)","582",ALG_CODERINGEN
"LINESTRING (99400.973029 443290.343924,99400.961 443290.376)","442",ALG_MAATVOERING
"LINESTRING (91803.800571 434230.113908,91806.990539 434233.442028)","574",ALG_CODERINGEN
"LINESTRING (88716.048268 440074.750573,88714.346823 440073.5662)","646",ALG_CODERINGEN
"LINESTRING (94943.71368 434496.238763,94943.480892 434497.734557,94946.507184 434499.29683)","632",ALG_CODERINGEN
"LINESTRING (94762.947738 436290.009727,94764.155504 436287.783963)","687",ALG_CODERINGEN
"LINESTRING (90315.11883 431068.438992,90315.113 431068.568,90314.159 431068.267,90315.129823 431068.180992)","494",ALG_MAATVOERING
"LINESTRING (92088.808442 434220.835163,92088.690195 434207.513007)","574",ALG_CODERINGEN
"LINESTRING (90321.742661 437390.172183,90311.419673 437385.675165,90302.673998 437406.273983)","582",ALG_CODERINGEN
"LINESTRING (79409.953867 436578.867487,79434.953867 436578.867487,79434.953867 436590.867487,79409.953867 436590.867487,79409.953867 436578.867487)","619",ALG_MAATVOERING
"LINESTRING (95060.104637 433348.781689,95054.921567 433347.371419)","598",ALG_CODERINGEN
"LINESTRING (91815.73087 434209.202429,91817.926331 434207.14718)","574",ALG_CODERINGEN
"LINESTRING (94492.833228 434698.199052,94493.3899 434693.511084,94494.995715 434693.701767)","632",ALG_CODERINGEN
"LINESTRING (94660.047681 436415.092982,94661.670776 436413.32885)","687",ALG_CODERINGEN
"LINESTRING (93834.573147 433832.778316,93834.625502 433831.358375)","568",ALG_CODERINGEN
"LINESTRING (91239.438 441527.992,91237.820061 441521.745984,91236.202 441515.499)","527",ALG_CODERINGEN
"LINESTRING (92829.347836 435020.8167,92832.246105 435021.989247)","569",ALG_CODERINGEN
"LINESTRING (90541.188008 436669.7705,90547.06034 436674.832139)","582",ALG_CODERINGEN
"LINESTRING (93833.660385 433583.769737,93832.892783 433580.028676)","598",ALG_CODERINGEN
"LINESTRING (91148.242133 437520.316848,91156.204516 437521.312323,91157.492875 437512.004028)","582",ALG_CODERINGEN
"LINESTRING (94180.365544 433763.124797,94186.804602 433756.971418)","598",ALG_CODERINGEN
"LINESTRING (90516.241066 437090.175227,90518.396675 437106.166724,90533.491873 437104.131935)","582",ALG_CODERINGEN
"LINESTRING (90415.033823 431072.554992,90415.028206 431072.683858)","494",ALG_MAATVOERING
"LINESTRING (91034.320912 437091.780417,91044.93715 437083.085485)","582",ALG_CODERINGEN
"LINESTRING (94685.852686 435459.655613,94682.751583 435460.140985)","687",ALG_CODERINGEN
"LINESTRING (90682.934959 436337.752343,90688.345694 436322.885815,90703.055429 436327.853889)","582",ALG_CODERINGEN
"LINESTRING (68971.769315 445262.242096,68973.231189 445264.424732)","595",ALG_CODERINGEN
"LINESTRING (90513.002204 431076.972908,90513.967 431077.015)","494",ALG_MAATVOERING
"LINESTRING (91306.39159 436742.566465,91305.552617 436732.961085)","582",ALG_CODERINGEN
"LINESTRING (86745.705109 432430.108617,86753.50654 432430.108617)","634",ALG_CODERINGEN
"LINESTRING (94819.792627 434718.085218,94816.693049 434711.741702)","632",ALG_CODERINGEN
"LINESTRING (91634.063751 433910.025357,91638.490018 433908.206814,91631.886139 433892.133225)","574",ALG_CODERINGEN
"LINESTRING (94800.908968 435397.721069,94802.003597 435395.791709)","687",ALG_CODERINGEN
"LINESTRING (91565.217387 434242.569424,91561.777772 434243.989784)","574",ALG_CODERINGEN
"LINESTRING (94644.426459 436380.196328,94646.440588 436378.699005)","687",ALG_CODERINGEN
"LINESTRING (91780.915366 433544.895134,91783.314568 433553.216423)","574",ALG_MAATVOERING
"LINESTRING (91456.427435 433421.598128,91455.0443 433409.484485,91463.031871 433408.572465)","574",ALG_CODERINGEN
"LINESTRING (91851.734212 433364.404156,91840.030003 433365.978357)","574",ALG_CODERINGEN
"LINESTRING (87066.387076 440499.526468,87069.187063 440499.517942,87069.180228 440497.272979,87074.24054 440502.302569,87069.210949 440507.362881,87069.204114 440505.117917,87066.404127 440505.126442,87066.387076 440499.526468)","646",ALG_CODERINGEN
"LINESTRING (91580.261364 434281.58535,91576.857041 434273.905842)","574",ALG_CODERINGEN
"LINESTRING (94820.230316 434395.012689,94820.904844 434391.07283)","632",ALG_CODERINGEN
"LINESTRING (95870.898005 441040.521746,95868.115926 441049.705983)","589",ALG_CODERINGEN
"LINESTRING (91356.223072 433849.870824,91359.708624 433848.466766)","574",ALG_CODERINGEN
"LINESTRING (88497.58719 439910.178376,88495.376292 439908.552966)","646",ALG_CODERINGEN
"LINESTRING (91447.627552 436404.228657,91427.139964 436408.002683)","582",ALG_CODERINGEN
"LINESTRING (94793.245067 435624.304074,94794.107734 435622.797753,94792.919326 435621.321103)","687",ALG_CODERINGEN
"LINESTRING (86696.177528 440854.027378,86698.127769 440850.281671)","588",ALG_CODERINGEN
"LINESTRING (91118.411316 436859.386542,91118.331754 436840.894837,91108.224771 436840.749276)","582",ALG_CODERINGEN
"LINESTRING (94968.305345 433836.141131,94978.293288 433834.694514)","598",ALG_CODERINGEN
"LINESTRING (91638.365312 434204.445147,91638.460878 434215.842972)","574",ALG_CODERINGEN
"LINESTRING (90386.745279 436511.76991,90400.562635 436491.376984)","582",ALG_CODERINGEN
"LINESTRING (91730.387005 443666.245803,91731.748085 443664.120854)","368",ALG_MAATVOERING
"LINESTRING (94622.940707 435684.748902,94624.622288 435684.368142)","687",ALG_CODERINGEN
"LINESTRING (92096.649183 443746.721846,92104.342342 443746.721846)","709",ALG_CODERINGEN
"LINESTRING (91353.656216 433769.126403,91357.806527 433780.031657,91362.357008 433791.988385,91367.901508 433806.556976,91360.657687 433809.471354)","574",ALG_CODERINGEN
"LINESTRING (90751.163699 437116.259822,90758.512913 437116.181619,90758.155622 437098.619702)","582",ALG_CODERINGEN
"LINESTRING (91487.579401 434158.556314,91483.408208 434146.690422,91480.23113 434147.807255)","574",ALG_CODERINGEN
"LINESTRING (86277.482757 440850.704847,86272.751423 440851.308931,86272.977445 440850.594152,86273.353731 440849.401711,86273.729752 440848.210108,86273.955405 440847.494429,86277.482757 440850.704847,86272.977445 440850.594152,86273.353731 440849.401711,86273.729752 440848.210108,86277.482757 440850.704847,86273.353731 440849.401711)","588",ALG_MAATVOERING
"LINESTRING (86773.803942 442025.872384,86775.601729 442022.596964)","646",ALG_CODERINGEN
"LINESTRING (91946.387676 433460.741309,91962.142392 433458.718531)","574",ALG_CODERINGEN
"LINESTRING (93026.549124 435135.168835,93023.708588 435134.436939)","569",ALG_CODERINGEN
