WKT,PLANID,LAAG
"LINESTRING (91678.343274 433639.590247,91680.771154 433642.890327,91692.139623 433643.130315)","574",ALG_CODERINGEN
"LINESTRING (89966.220733 437482.968355,89964.412029 437496.94902)","582",ALG_CODERINGEN
"LINESTRING (90446.177605 437025.292177,90430.284456 437028.51764,90432.224481 437038.724279)","582",ALG_CODERINGEN
"LINESTRING (90271.776378 436827.972367,90256.279388 436847.928203,90247.878388 436841.122456)","582",ALG_CODERINGEN
"LINESTRING (90995.269873 437293.064814,90998.836819 437297.50044,91005.652396 437292.078814)","582",ALG_CODERINGEN
"LINESTRING (94746.38743 435691.775675,94748.872203 435690.606442)","687",ALG_CODERINGEN
"LINESTRING (90707.089308 436044.290244,90691.391382 436047.664857,90693.651884 436061.340918)","582",ALG_CODERINGEN
"LINESTRING (94854.515647 434295.353479,94852.629087 434294.284009,94852.882509 434292.848666)","632",ALG_CODERINGEN
"LINESTRING (94829.04292 434358.458713,94825.846212 434355.353385)","632",ALG_CODERINGEN
"LINESTRING (90538.585857 436683.988491,90547.06034 436674.832139)","582",ALG_CODERINGEN
"LINESTRING (90413.098204 431072.598908,90413.103823 431072.469992)","494",ALG_MAATVOERING
"LINESTRING (90850.892202 437241.466764,90851.726334 437256.28348,90835.227727 437257.364558)","582",ALG_CODERINGEN
"LINESTRING (93294.825 435567.346,93297.02466 435566.435096,93299.393938 435566.201066,93301.729303 435566.664014,93303.830136 435567.784171,93305.515965 435569.465309,93306.641972 435571.563013,93307.111426 435573.897078,93306.884 435576.266999)","488",ALG_CODERINGEN
"LINESTRING (93273.799365 435124.176492,93274.401796 435124.176492)","569",ALG_CODERINGEN
"LINESTRING (90779.023731 437371.604029,90787.564899 437343.39104)","582",ALG_CODERINGEN
"LINESTRING (91778.750421 434233.72236,91780.945882 434231.667111)","574",ALG_CODERINGEN
"LINESTRING (96242.863 431481.67,96187.253 431456.744)","519",ALG_CODERINGEN
"LINESTRING (86229.801082 440835.656332,86234.532414 440835.052302,86234.306775 440835.767904,86233.930691 440836.959689,86233.554304 440838.151775,86233.328405 440838.866795,86229.801082 440835.656332,86234.306775 440835.767904,86233.930691 440836.959689,86233.554304 440838.151775,86229.801082 440835.656332,86233.930691 440836.959689)","588",ALG_MAATVOERING
"LINESTRING (89044.765748 431726.213286,89042.207717 431726.213286,89039.986273 431719.553849)","634",ALG_CODERINGEN
"LINESTRING (94727.93743 435721.505675,94730.422203 435720.336442)","687",ALG_CODERINGEN
"LINESTRING (91174.20388 436603.723056,91176.651765 436584.408156,91171.797482 436583.644954)","582",ALG_CODERINGEN
"LINESTRING (94405.83262 433209.547489,94406.557164 433215.20383)","598",ALG_CODERINGEN
"LINESTRING (91023.359582 437446.515564,91019.106323 437465.540814,91031.569364 437467.918971)","582",ALG_CODERINGEN
"LINESTRING (88017.340163 441014.820149,88018.17575 441011.494287)","646",ALG_CODERINGEN
"LINESTRING (94254.648097 432921.501929,94255.122413 432916.357429)","598",ALG_CODERINGEN
"LINESTRING (91197.743219 437323.469419,91205.685917 437324.288231)","582",ALG_CODERINGEN
"LINESTRING (91320.672954 433492.4625,91316.518678 433478.245166)","574",ALG_CODERINGEN
"LINESTRING (94533.218755 435934.783129,94534.427823 435932.979988,94536.207385 435933.400675)","687",ALG_CODERINGEN
"LINESTRING (94843.290125 433875.265736,94837.750115 433874.226779)","598",ALG_CODERINGEN
"LINESTRING (69033.652116 445612.410529,69034.020547 445611.035529,69035.027116 445610.028959,69036.402116 445609.660529,69037.777116 445610.028959,69038.783686 445611.035529,69039.152116 445612.410529,69038.783686 445613.785529,69037.777116 445614.792098,69036.402116 445615.160529,69035.027116 445614.792098,69034.020547 445613.785529,69033.652116 445612.410529)","595",ALG_CODERINGEN
"LINESTRING (90958.553551 437322.006939,90962.806811 437326.62336,90952.541558 437335.09221)","582",ALG_CODERINGEN
"LINESTRING (90741.563351 436393.85055,90736.152027 436392.109942)","582",ALG_CODERINGEN
"LINESTRING (87549.248813 441225.704916,87551.160847 441222.625241)","646",ALG_CODERINGEN
"LINESTRING (87501.691696 442153.942132,87498.179616 442152.405646)","646",ALG_CODERINGEN
"LINESTRING (92567.726284 434997.969391,92566.709079 434995.039293)","569",ALG_CODERINGEN
"LINESTRING (95265.176644 433384.111842,95264.13274 433396.015239)","598",ALG_CODERINGEN
"LINESTRING (94689.327444 436337.398947,94689.577579 436335.788755)","687",ALG_CODERINGEN
"LINESTRING (91849.912274 434270.34283,91852.107734 434268.287581)","574",ALG_CODERINGEN
"LINESTRING (94683.879294 436330.25987,94682.431737 436327.115762,94683.514689 436326.233452)","687",ALG_CODERINGEN
"LINESTRING (91742.392023 434759.716096,91742.401552 434728.26228)","574",ALG_CODERINGEN
"LINESTRING (94631.961299 436363.26771,94633.975428 436361.770388)","687",ALG_CODERINGEN
"LINESTRING (87871.427873 441547.286005,87865.736573 441544.924472)","646",ALG_CODERINGEN
"LINESTRING (95306.156 434721.23,95306.156 434720.43,95306.156 434698.984,95326.453 434698.984)","537",ALG_CODERINGEN
"LINESTRING (93261.871567 435369.311311,93248.829614 435373.190369,93252.708672 435386.232321,93254.909236 435382.168564,93258.426635 435384.073271,93263.188401 435375.279774,93259.671002 435373.375068,93261.871567 435369.311311)","586",ALG_CODERINGEN
"LINESTRING (91689.879482 434167.800138,91684.33678 434154.064451)","574",ALG_CODERINGEN
"LINESTRING (94802.227102 434697.532589,94804.634766 434700.41734)","632",ALG_CODERINGEN
"LINESTRING (95253.295291 433382.483868,95265.176644 433384.111842)","598",ALG_CODERINGEN
"LINESTRING (90364.453712 437284.638824,90369.753812 437321.030476)","582",ALG_CODERINGEN
"LINESTRING (91658.85433 433899.002839,91655.937487 433900.178453)","574",ALG_CODERINGEN
"LINESTRING (91440.441026 437247.593679,91419.975758 437246.858068)","582",ALG_CODERINGEN
"LINESTRING (91189.514098 437349.89901,91179.585998 437357.909536)","582",ALG_CODERINGEN
"LINESTRING (94610.620913 435682.146902,94612.043989 435683.054096)","687",ALG_CODERINGEN
"LINESTRING (91825.298492 434302.464933,91828.537406 434299.326702)","574",ALG_CODERINGEN
"LINESTRING (94761.737974 434193.771772,94764.30074 434195.77377)","632",ALG_CODERINGEN
"LINESTRING (94886.525856 435363.44388,94887.220395 435360.708737)","687",ALG_CODERINGEN
"LINESTRING (94116.430413 432860.658533,94124.049372 432851.702576)","598",ALG_CODERINGEN
"LINESTRING (91715.076102 443690.249829,91714.876 443690.129,91714.377 443691.858)","368",ALG_MAATVOERING
"LINESTRING (94738.4703 436286.36952,94739.465407 436284.507636)","687",ALG_CODERINGEN
"LINESTRING (90622.031376 436327.699298,90610.730184 436323.809753,90620.203483 436297.37751,90627.316512 436299.926815)","582",ALG_CODERINGEN
"LINESTRING (91778.513343 433545.587646,91780.915366 433544.895134)","574",ALG_MAATVOERING
"LINESTRING (92072.12384 434001.517596,92070.65513 434002.065758)","574",ALG_CODERINGEN
"LINESTRING (94710.792304 436320.930997,94711.960918 436318.850538)","687",ALG_CODERINGEN
"LINESTRING (95305.356 434721.23,95305.590314 434720.664314,95306.156 434720.43,95306.721685 434720.664314,95306.956 434721.23,95306.721685 434721.795685,95306.156 434722.03,95305.590314 434721.795685,95305.356 434721.23)","537",ALG_CODERINGEN
"LINESTRING (90458.727179 436695.307775,90466.389117 436702.122664,90461.393074 436707.739685)","582",ALG_CODERINGEN
"LINESTRING (94789.656834 435578.728532,94790.631552 435577.056607)","687",ALG_CODERINGEN
"LINESTRING (91322.18836 436741.18671,91306.39159 436742.566465)","582",ALG_CODERINGEN
"LINESTRING (94928.096681 434218.836007,94927.875644 434220.2168,94930.914863 434222.011829)","632",ALG_CODERINGEN
"LINESTRING (95548.318913 433588.939729,95558.069457 433591.214587)","598",ALG_CODERINGEN
"LINESTRING (90761.001624 437473.62774,90763.012662 437454.396233,90774.177658 437447.904889)","582",ALG_CODERINGEN
"LINESTRING (91826.799258 434150.818232,91826.76585 434150.656238)","574",ALG_CODERINGEN
"LINESTRING (91730.191075 443666.119881,91729.995 443665.994,91729.449 443667.709)","368",ALG_MAATVOERING
"LINESTRING (93022.292074 435117.80738,93023.157872 435114.38416)","569",ALG_CODERINGEN
"LINESTRING (95003.757925 434183.534605,95003.536888 434184.915398,95006.576107 434186.710427)","632",ALG_CODERINGEN
"LINESTRING (90478.009723 436712.45858,90492.184308 436725.066124,90488.07466 436729.686577)","582",ALG_CODERINGEN
"LINESTRING (90428.755355 436510.903636,90442.572711 436490.510709)","582",ALG_CODERINGEN
"LINESTRING (91222.487883 433474.021468,91219.575545 433475.235663)","574",ALG_CODERINGEN
"LINESTRING (94660.487146 434746.349322,94664.27233 434747.138072)","632",ALG_CODERINGEN
"LINESTRING (91701.99389 434192.735741,91699.099941 434179.938057)","574",ALG_CODERINGEN
"LINESTRING (91197.028142 436512.468305,91198.992719 436498.980205)","582",ALG_CODERINGEN
"LINESTRING (91296.292161 436428.185823,91279.536659 436423.09558,91279.398489 436423.053605)","582",ALG_CODERINGEN
"LINESTRING (91937.972305 434890.030967,91937.972305 434886.507499)","586",ALG_CODERINGEN
"LINESTRING (90343.290713 437136.693827,90327.615237 437157.917672)","582",ALG_CODERINGEN
"LINESTRING (91624.433102 434715.264915,91627.45556 434718.712865)","574",ALG_CODERINGEN
"LINESTRING (91578.248807 434723.740675,91584.553494 434718.255606,91582.139051 434715.602481)","574",ALG_CODERINGEN
"LINESTRING (93306.884 435576.266999,93309.08361 435575.3558,93311.452929 435575.121493,93313.788409 435575.584207,93315.88941 435576.704191,93317.575438 435578.385227,93318.701645 435580.482899,93319.171281 435582.816997,93318.944 435585.187)","488",ALG_CODERINGEN
"LINESTRING (89842.380694 431260.325491,89845.232827 431255.765428)","634",ALG_CODERINGEN
"LINESTRING (93219.072175 435112.604209,93220.308121 435107.775343)","569",ALG_CODERINGEN
"LINESTRING (91277.280285 436966.277791,91279.523315 436982.891285,91288.799917 436981.4844)","582",ALG_CODERINGEN
"LINESTRING (90279.100315 436735.880027,90283.661563 436737.252895)","582",ALG_CODERINGEN
"LINESTRING (91404.764416 436442.52358,91399.791495 436457.743399)","582",ALG_CODERINGEN
"LINESTRING (91339.112049 433460.58812,91335.667839 433448.859668)","574",ALG_CODERINGEN
"LINESTRING (91639.202454 433657.767735,91636.144921 433659.145259)","574",ALG_CODERINGEN
"LINESTRING (94526.738223 436001.257264,94528.274306 435999.10618)","687",ALG_CODERINGEN
"LINESTRING (94670.020883 435736.581703,94671.786207 435733.657909)","687",ALG_CODERINGEN
"LINESTRING (90362.313622 437250.438266,90358.287693 437222.488788)","582",ALG_CODERINGEN
"LINESTRING (87162.127444 442355.117073,87157.23777 442356.161358,87157.622788 442354.972159,87158.00836 442353.782758,87158.393933 442352.593357,87158.779506 442351.403956,87162.127444 442355.117073,87157.622788 442354.972159,87158.00836 442353.782758,87158.393933 442352.593357,87162.127444 442355.117073,87158.00836 442353.782758)","646",ALG_MAATVOERING
"LINESTRING (91061.944216 432382.634837,91064.299037 432382.300196)","577",ALG_CODERINGEN
"LINESTRING (94814.29866 435432.187981,94815.393289 435430.25862)","687",ALG_CODERINGEN
"LINESTRING (90415.02283 431072.812992,90415.017 431072.942,90414.063 431072.641,90415.033823 431072.554992)","494",ALG_MAATVOERING
"LINESTRING (91263.365511 433615.325261,91265.725248 433614.341454)","574",ALG_CODERINGEN
"LINESTRING (90566.190917 436238.396521,90573.245786 436219.586749,90563.309347 436215.943559)","582",ALG_CODERINGEN
"LINESTRING (96611.341903 436994.714206,96616.430692 436993.94402,96615.377684 436996.631863,96614.324675 436999.319708,96611.113776 436995.298404)","506",ALG_CODERINGEN
"LINESTRING (86615.658103 441349.135566,86618.35509 441348.383064,86617.751752 441346.220683,86623.966961 441349.724211,86620.463432 441355.939421,86619.860094 441353.77704,86617.163107 441354.529541,86615.658103 441349.135566)","646",ALG_CODERINGEN
"LINESTRING (90950.201073 437417.63755,90954.275907 437392.173481)","582",ALG_CODERINGEN
"LINESTRING (90696.83 431019.203,90597.682 431019.203,90597.682 431007.203)","494",ALG_CODERINGEN
"LINESTRING (91627.679815 433417.180312,91619.56854 433406.640854)","574",ALG_CODERINGEN
"LINESTRING (90564.667532 436609.510394,90568.17637 436605.559478,90563.52931 436601.432389)","582",ALG_CODERINGEN
"LINESTRING (93186.292 435487.063,93188.49176 435486.151662,93190.861267 435485.917322,93193.196927 435486.380115,93195.29805 435487.500276,93196.984103 435489.181558,93198.110214 435491.279499,93198.579623 435493.613837,93198.351999 435495.983999)","488",ALG_CODERINGEN
"LINESTRING (90527.334468 436518.025066,90535.530938 436520.819608,90540.781802 436506.148263)","582",ALG_CODERINGEN
"LINESTRING (94623.482303 434565.562729,94626.588569 434565.085641)","632",ALG_CODERINGEN
"LINESTRING (95002.02462 433896.94209,95002.859115 433893.365257)","598",ALG_CODERINGEN
"LINESTRING (95721.542 434645.146,95721.857568 434646.252968,95728.146578 434668.313917)","537",ALG_CODERINGEN
"LINESTRING (94246.841448 432914.97127,94254.648097 432921.501929)","598",ALG_CODERINGEN
"LINESTRING (85996.391435 430831.845795,85996.486562 430829.465484)","585",ALG_CODERINGEN
"LINESTRING (92251.52025 442883.213151,92250.414662 442880.970904)","593",ALG_MAATVOERING
"LINESTRING (93507.942154 434756.753326,93507.64842 434757.656893)","631",ALG_CODERINGEN
"LINESTRING (95155.402392 433896.389649,95162.391907 433898.020343)","598",ALG_CODERINGEN
"LINESTRING (91535.149824 434297.608939,91539.454164 434295.86199)","574",ALG_CODERINGEN
"LINESTRING (86995.527919 432342.533501,87003.895168 432342.784843)","634",ALG_CODERINGEN
"LINESTRING (90549.058811 436582.217104,90561.059852 436592.815872,90555.631372 436599.009175)","582",ALG_CODERINGEN
"LINESTRING (91554.401116 434289.488211,91549.206926 434275.865185)","574",ALG_CODERINGEN
"LINESTRING (94730.368273 435616.082817,94731.314889 435614.360903,94733.365046 435614.642409)","687",ALG_CODERINGEN
"LINESTRING (91094.139815 436485.395415,91099.594653 436486.78271,91101.795728 436478.898811)","582",ALG_CODERINGEN
"LINESTRING (91353.525889 433827.486398,91347.933466 433814.166081,91345.934977 433815.005129)","574",ALG_CODERINGEN
"LINESTRING (91198.8088 437386.852105,91193.76733 437380.585491)","582",ALG_CODERINGEN
"LINESTRING (90743.347021 436618.337412,90738.861436 436628.021022)","582",ALG_CODERINGEN
"LINESTRING (88182.053913 439552.669435,88181.782043 439556.660185,88178.582354 439556.442207,88185.282946 439564.122496,88192.963234 439557.421903,88189.763545 439557.203924,88190.035414 439553.213174,88182.053913 439552.669435)","646",ALG_CODERINGEN
"LINESTRING (88206.288312 440290.498242,88204.184427 440288.581927)","646",ALG_CODERINGEN
"LINESTRING (91124.009188 437345.220866,91127.711119 437349.882645)","582",ALG_CODERINGEN
"LINESTRING (87205.730829 441384.970512,87208.423407 441382.435447)","646",ALG_CODERINGEN
"LINESTRING (92083.057206 434247.698863,92087.150273 434232.77642)","574",ALG_CODERINGEN
"LINESTRING (94843.290125 433875.265736,94854.907332 433875.217532)","598",ALG_CODERINGEN
"LINESTRING (87188.316186 441317.110761,87191.39139 441314.157702)","646",ALG_CODERINGEN
"LINESTRING (94515.063841 435964.265077,94516.406074 435962.269795)","687",ALG_CODERINGEN
"LINESTRING (91424.00751 433684.890092,91426.337537 433683.985175,91422.954133 433675.273416)","574",ALG_CODERINGEN
"LINESTRING (93162.172999 435469.222,93164.37276 435468.310662,93166.742267 435468.076322,93169.077927 435468.539115,93171.17905 435469.659276,93172.865103 435471.340558,93173.991214 435473.438499,93174.460623 435475.772837,93174.232999 435478.142999)","488",ALG_CODERINGEN
"LINESTRING (91793.818358 434013.732492,91797.553937 434025.808344)","574",ALG_CODERINGEN
"LINESTRING (91221.549685 436953.174211,91223.653751 436969.002258)","582",ALG_CODERINGEN
"LINESTRING (96598.032838 437028.796732,96604.512091 437031.335089,96748.612659 437031.335089)","506",ALG_CODERINGEN
"LINESTRING (90236.8362 437073.172678,90245.619381 437066.468842)","582",ALG_CODERINGEN
"LINESTRING (90105.905147 437244.398543,90107.213626 437253.968484,90124.291961 437251.633397)","582",ALG_CODERINGEN
"LINESTRING (90513.007823 431076.843992,90513.967 431077.015)","494",ALG_MAATVOERING
"LINESTRING (91742.199246 433814.514503,91737.04694 433818.378735,91745.776879 433830.018652)","574",ALG_CODERINGEN
"LINESTRING (94755.55743 435676.985675,94758.042203 435675.816442)","687",ALG_CODERINGEN
"LINESTRING (94565.754103 436445.063118,94568.419616 436442.193426)","687",ALG_CODERINGEN
"LINESTRING (95720.604 434645.358,95720.896893 434644.650893,95721.604 434644.358,95722.311106 434644.650893,95722.604 434645.358,95722.311106 434646.065106,95721.857568 434646.252968,95721.604 434646.358,95720.896893 434646.065106,95720.604 434645.358)","537",ALG_CODERINGEN
"LINESTRING (91960.779667 433601.087206,91964.305826 433600.634476)","574",ALG_CODERINGEN
"LINESTRING (92381.214158 443586.132668,92378.678379 443583.090117,92364.550777 443583.090117)","709",ALG_CODERINGEN
"LINESTRING (91127.711119 437349.882645,91140.233218 437339.785032)","582",ALG_CODERINGEN
"LINESTRING (95217.187183 434592.293161,95216.112752 434590.638381)","632",ALG_MAATVOERING
"LINESTRING (91670.807851 434680.69938,91672.506502 434682.637161,91683.237436 434673.23047)","574",ALG_CODERINGEN
"LINESTRING (91093.865152 436765.278305,91093.595008 436734.666292)","582",ALG_CODERINGEN
"LINESTRING (91239.285091 436408.306513,91253.055372 436412.395529,91256.249387 436401.63928)","582",ALG_CODERINGEN
"LINESTRING (91642.956394 434700.743752,91645.127146 434703.220095)","574",ALG_CODERINGEN
"LINESTRING (91589.141156 434374.321225,91588.916824 434374.406943)","574",ALG_CODERINGEN
"LINESTRING (91462.656995 434107.846713,91464.469237 434107.209659)","574",ALG_CODERINGEN
"LINESTRING (94695.746317 435439.642802,94693.87862 435438.612777)","687",ALG_CODERINGEN
"LINESTRING (90574.821082 437153.447426,90562.810639 437127.630656)","582",ALG_CODERINGEN
