WKT,PLANID,LAAG,TEKST,SYMBOOL,ROTATIE,OID_,SYMBOOL_1,LEGENDA,LAAG_1
"POINT (94329.917227 436348.745098)","687",A_DAK,,Plat afgedekt,"4.7043","0",,,
"POINT (90809.408138 436349.367592)","582",A_DAK,,Plat afgedekt,"5.0209","0",,,
"POINT (90392.413493 436350.562563)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (90807.560882 436351.418392)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90812.788333 436355.270334)","582",A_DAK,,Plat afgedekt,"3.4190","0",,,
"POINT (90818.578768 436357.386298)","582",A_DAK,,Plat afgedekt,"3.4190","0",,,
"POINT (90885.034598 436358.217536)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90887.286682 436358.66305)","582",A_KANTOOR_TOEGEST,"2",,"4.9545","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90824.068959 436359.562716)","582",A_DAK,,Plat afgedekt,"3.4190","0",,,
"POINT (90830.548959 436361.898887)","582",A_DAK,,Plat afgedekt,"3.4190","0",,,
"POINT (90847.179199 436362.023048)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90836.114129 436363.597976)","582",A_DAK,,Plat afgedekt,"3.4190","0",,,
"POINT (90883.770271 436363.619404)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94331.194899 436364.215119)","687",A_DAK,,Plat afgedekt,"4.7043","0",,,
"POINT (90885.728514 436365.323)","582",A_KANTOOR_TOEGEST,"1",,"4.9469","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90842.044047 436365.526251)","582",A_DAK,,Plat afgedekt,"3.4190","0",,,
"POINT (90846.622698 436366.741692)","582",A_DAK,,Plat afgedekt,"3.4190","0",,,
"POINT (90852.112889 436368.434462)","582",A_DAK,,Plat afgedekt,"3.4190","0",,,
"POINT (90638.094144 436369.040754)","582",A_DAK,,Plat afgedekt,"3.4776","0",,,
"POINT (90769.630671 436369.814609)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90857.903325 436370.187688)","582",A_DAK,,Plat afgedekt,"3.4190","0",,,
"POINT (90771.460921 436371.677786)","582",A_KANTOOR_TOEGEST,"2",,"5.0345","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90864.254649 436371.919297)","582",A_DAK,,Plat afgedekt,"3.4190","0",,,
"POINT (90869.45211 436373.506452)","582",A_DAK,,Plat afgedekt,"3.4190","0",,,
"POINT (94720.755257 436374.141718)","687",A_DAK,,Plat afgedekt,"3.8909","0",,,
"POINT (94387.158344 436374.30443)","687",A_DAK,,Plat afgedekt,"3.1314","0",,,
"POINT (90874.580494 436374.689484)","582",A_BELHUIS_TOEGEST,,Belhuis,"3.4423","0",,,
"POINT (94276.068649 436374.771125)","687",A_DAK,,Plat afgedekt,"2.2171","0",,,
"POINT (90885.192801 436376.525996)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94206.027152 436376.929439)","687",A_DAK,,Plat afgedekt,"3.8543","0",,,
"POINT (94652.549266 436377.660127)","687",A_DAK,,Plat afgedekt,"4.0838","0",,,
"POINT (90766.173534 436381.208654)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90767.800423 436383.250982)","582",A_KANTOOR_TOEGEST,"2",,"5.0345","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94293.60644 436384.043352)","687",A_BEDRIJF_TOEGEST,,Bedrijf,"5.4402","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (90764.572066 436387.192319)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94300.607946 436388.36161)","687",A_DAK,,Plat afgedekt,"3.8573","0",,,
"POINT (90766.224375 436389.270478)","582",A_KANTOOR_TOEGEST,"2",,"5.0345","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94602.396286 436393.870324)","687",A_DAK,,Plat afgedekt,"2.5127","0",,,
"POINT (94627.535863 436394.509568)","687",A_DAK,,Plat afgedekt,"4.0838","0",,,
"POINT (94257.736024 436398.68243)","687",A_DAK,,Plat afgedekt,"2.2171","0",,,
"POINT (90484.025976 436399.260363)","582",A_GELUID,"5",,"0.0000","0",,,
"POINT (94312.539373 436400.784554)","687",A_BEDRIJF_TOEGEST,,Bedrijf,"5.4402","22",bedrijf toegestaan,bedrijf/detailhandel/voorz,A_BEDRIJF_TOEGEST
"POINT (94282.982036 436403.622943)","687",A_DAK,,Plat afgedekt,"2.2171","0",,,
"POINT (90981.666888 436405.18817)","582",A_HORECA_TOEGEST,,horeca,"6.2831","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94737.864269 436405.809037)","687",A_DAK,,Plat afgedekt,"2.3183","0",,,
"POINT (94387.869872 436408.847666)","687",A_DAK,,Plat afgedekt,"3.1314","0",,,
"POINT (91300.997917 436409.409555)","582",A_GELUID,"14",,"0.0000","0",,,
"POINT (90567.433419 436413.269298)","582",A_MAATBESTEMMING,,maatbestemming,"5.0428","0",,,
"POINT (94697.734487 436417.459807)","687",A_DAK,,Plat afgedekt,"3.8884","0",,,
"POINT (91318.842824 436418.731768)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90649.391485 436421.546157)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90961.694249 436425.917311)","582",A_HORECA_TOEGEST,,horeca,"5.9701","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94663.285257 436426.401718)","687",A_DAK,,Plat afgedekt,"3.8909","0",,,
"POINT (94259.970451 436426.727405)","687",A_HORECA_TOEGEST,,Horeca,"5.3852","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90753.935768 436428.054797)","582",A_SEKSINR_TOEGEST,,Seksinrichting,"4.6783","0",,,
"POINT (90971.783671 436428.518212)","582",A_HORECA_TOEGEST,,horeca,"5.9701","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91067.110779 436429.22798)","582",A_HORECA_TOEGEST,,horeca,"5.9701","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90976.719894 436429.665668)","582",A_HORECA_TOEGEST,,horeca,"5.9701","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91428.034873 436429.755344)","582",A_SEKSINR_TOEGEST,,Seksinrichting,"4.7420","0",,,
"POINT (91433.266102 436430.18744)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94329.777167 436431.473149)","687",A_DAK,,Plat afgedekt,"4.7043","0",,,
"POINT (94554.278555 436435.455574)","687",A_DAK,,Plat afgedekt,"2.3193","0",,,
"POINT (94592.798626 436437.502621)","687",A_DAK,,Plat afgedekt,"4.0838","0",,,
"POINT (94281.081566 436441.391734)","687",A_DAK,,Plat afgedekt,"3.8573","0",,,
"POINT (94388.259872 436445.877666)","687",A_DAK,,Plat afgedekt,"3.1314","0",,,
"POINT (90739.461611 436447.478284)","582",A_DAK,,Plat afgedekt,"5.0209","0",,,
"POINT (91030.832425 436447.928991)","582",A_BELHUIS_TOEGEST,,Belhuis,"3.4085","0",,,
"POINT (91038.708731 436448.204413)","582",A_HORECA_TOEGEST,,horeca,"5.9701","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94564.001418 436448.218983)","687",A_DAK,,Plat afgedekt,"2.3193","0",,,
"POINT (91031.227992 436449.669954)","582",A_DAK,,Plat afgedekt,"3.4190","0",,,
"POINT (91044.369279 436449.814959)","582",A_HORECA_TOEGEST,,horeca,"5.9701","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94546.000893 436450.890887)","687",A_DAK,,Plat afgedekt,"1.9801","0",,,
"POINT (90747.169191 436451.855433)","582",A_DAK,,Plat afgedekt,"5.0209","0",,,
"POINT (91052.170693 436453.948773)","582",A_BELHUIS_TOEGEST,,Belhuis,"3.4085","0",,,
"POINT (91188.506386 436454.238254)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94548.595943 436454.847722)","687",A_GEB_PARKEERVOORZIENING,P,,"5.1217","0",,,
"POINT (91063.039157 436455.066738)","582",A_HORECA_TOEGEST,,horeca,"5.9701","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91052.56626 436455.689737)","582",A_DAK,,Plat afgedekt,"3.4190","0",,,
"POINT (91073.367175 436458.147782)","582",A_HORECA_TOEGEST,,horeca,"5.9701","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91085.500799 436461.627947)","582",A_HORECA_TOEGEST,,horeca,"5.9701","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90344.201217 436462.15497)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94675.594269 436463.069037)","687",A_DAK,,Plat afgedekt,"2.3183","0",,,
"POINT (90740.032818 436465.858954)","582",A_DAK,,Plat afgedekt,"5.0209","0",,,
"POINT (90738.423954 436471.343575)","582",A_DAK,,Plat afgedekt,"5.0209","0",,,
"POINT (94332.508843 436474.27389)","687",A_DAK,,Plat afgedekt,"4.7043","0",,,
"POINT (94638.379251 436476.965445)","687",A_DAK,,Plat afgedekt,"3.8917","0",,,
"POINT (90736.366106 436477.671983)","582",A_DAK,,Plat afgedekt,"5.0209","0",,,
"POINT (91147.003699 436480.033477)","582",A_MAATBESTEMMING,,maatbestemming,"4.9694","0",,,
"POINT (94595.355355 436480.308262)","687",A_DAK,,Plat afgedekt,"3.8901","0",,,
"POINT (91152.311631 436480.77978)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91028.252101 436482.473459)","582",A_GELUID,"11",,"0.0000","0",,,
"POINT (91020.809237 436482.735942)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (90734.383089 436484.000392)","582",A_DAK,,Plat afgedekt,"5.0209","0",,,
"POINT (94530.176975 436487.892243)","687",A_DAK,,Plat afgedekt,"1.9801","0",,,
"POINT (91040.479303 436488.021905)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (91439.161817 436488.221565)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90732.68942 436489.72041)","582",A_DAK,,Plat afgedekt,"5.0209","0",,,
"POINT (91282.990335 436489.865464)","582",A_BELHUIS_TOEGEST,,Belhuis,"3.3913","0",,,
"POINT (91288.576351 436490.120766)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90949.951859 436490.382903)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90952.024902 436490.772524)","582",A_KANTOOR_TOEGEST,"1",,"4.7123","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94614.018467 436491.277115)","687",A_DAK,,Plat afgedekt,"3.8917","0",,,
"POINT (90948.762687 436496.155786)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90730.60413 436496.446262)","582",A_DAK,,Plat afgedekt,"5.0209","0",,,
"POINT (90950.83573 436496.545407)","582",A_KANTOOR_TOEGEST,"1",,"4.7123","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91322.454572 436498.766335)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (94549.620367 436499.333003)","687",A_DAK,,Plat afgedekt,"3.8917","0",,,
"POINT (90725.85937 436500.115432)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91332.098463 436501.341833)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90643.107646 436502.642369)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91337.24401 436502.821207)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91181.975109 436503.080587)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90726.132948 436504.286047)","582",A_KANTOOR_TOEGEST,"1",,"5.0171","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90731.539517 436504.409509)","582",A_DAK,,Plat afgedekt,"5.0209","0",,,
"POINT (90642.788874 436505.010449)","582",A_KANTOOR_TOEGEST,"3",,"6.1417","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (94390.684761 436507.163067)","687",A_DAK,,Plat afgedekt,"3.1314","0",,,
"POINT (91181.53126 436507.417406)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91438.154599 436507.701551)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90637.557556 436508.899737)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91259.769391 436509.129378)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91124.113377 436510.599052)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (90612.323936 436510.896805)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90636.895979 436511.136518)","582",A_KANTOOR_TOEGEST,"1",,"6.1417","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91128.560617 436511.563469)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (91269.490995 436511.736754)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91180.960596 436512.469576)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91133.80836 436512.485955)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (90425.817811 436513.524984)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (90611.525564 436513.926529)","582",A_KANTOOR_TOEGEST,"2",,"5.9406","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90607.820299 436516.552289)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91179.946083 436518.326516)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91297.641896 436518.8019)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90606.899101 436519.812849)","582",A_KANTOOR_TOEGEST,"1",,"5.9406","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91303.784995 436519.895316)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91179.030647 436524.492407)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90448.605336 436525.136603)","582",A_HORECA_TOEGEST,,horeca,"0.0000","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90584.415412 436526.271119)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91333.0161 436528.413199)","582",A_BELHUIS_TOEGEST,,Belhuis,"3.3913","0",,,
"POINT (91436.571828 436528.601952)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90583.494214 436529.531679)","582",A_KANTOOR_TOEGEST,"1",,"5.9406","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91338.019298 436529.680521)","582",A_BELHUIS_TOEGEST,,Belhuis,"3.3913","0",,,
"POINT (94576.358308 436532.419701)","687",A_DAK,,Plat afgedekt,"3.8854","0",,,
"POINT (91353.381552 436532.515104)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91378.859169 436539.486536)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91176.464043 436542.311568)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90974.180639 436547.092855)","582",A_KANTOOR_TOEGEST,"2",,"3.3283","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91409.466057 436547.603957)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90979.914402 436548.548335)","582",A_KANTOOR_TOEGEST,"3",,"3.3376","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90972.002512 436549.558638)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90972.002512 436549.558638)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91300.226249 436550.079592)","582",A_GELUID,"12",,"0.0000","0",,,
"POINT (91426.304907 436551.041924)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (90978.362464 436551.146023)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90978.362464 436551.146023)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91274.838178 436551.601957)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (90723.238071 436551.701588)","582",A_KANTOOR_TOEGEST,"3",,"3.3372","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90716.153286 436552.561767)","582",A_KANTOOR_TOEGEST,"2",,"3.0980","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91279.40343 436552.575026)","582",A_GARAGE_TOEGEST,,Garagebedrijf,"0.0000","39",Garagebdrijf,bedrijf/detailhandel/voorz,A_GARAGE_TOEGEST
"POINT (90998.585883 436552.602884)","582",A_KANTOOR_TOEGEST,"2",,"3.3457","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91211.606786 436553.170117)","582",A_HORECA_TOEGEST,,horeca,"5.9698","48",horeca,bedrijf/detailhandel/voorz,A_HORECA_TOEGEST
"POINT (91005.201762 436553.954401)","582",A_KANTOOR_TOEGEST,"2",,"3.3408","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90722.330549 436554.559393)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90715.754498 436554.748248)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90996.922252 436554.976173)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90996.922252 436554.976173)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90756.779157 436555.400511)","582",A_KANTOOR_TOEGEST,"3",,"3.3372","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91003.82731 436556.608194)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91003.82731 436556.608194)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90764.717544 436556.675184)","582",A_KANTOOR_TOEGEST,"3",,"3.3372","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90755.436106 436557.629365)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91026.740123 436557.904988)","582",A_KANTOOR_TOEGEST,"4",,"3.3363","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90772.790174 436558.300503)","582",A_KANTOOR_TOEGEST,"3",,"3.3372","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91032.988453 436559.360467)","582",A_KANTOOR_TOEGEST,"4",,"3.3503","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90763.810022 436559.532989)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90639.262066 436559.795773)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91040.19241 436560.088207)","582",A_KANTOOR_TOEGEST,"2",,"3.3389","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91024.69215 436560.533193)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91024.69215 436560.533193)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90771.882652 436561.158308)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91031.516849 436561.953111)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91031.516849 436561.953111)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90639.113801 436562.233916)","582",A_KANTOOR_TOEGEST,"1",,"5.9844","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (90793.884934 436562.597755)","582",A_KANTOOR_TOEGEST,"1",,"3.3372","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91038.307695 436563.235605)","582",A_KANTOOR_TOEGEST,,kantoor,"0.0000","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
"POINT (91038.307695 436563.235605)","582",A_KANTOOR_TOEGEST,,kantoor,"4.7124","8",A_KANTOOR_TOEGESTAAN,bedrijf/detailhandel/voorz,A_KANTOOR_TOEGEST
